FIPS,State_x,County,Unreliable,Deaths,YPLL Rate,95% CI - Low_x,95% CI - High_x,Z-Score,Sample Size_x,% Fair/Poor,95% CI - Low.1_x,95% CI - High.1_x,Z-Score.1,Sample Size.1,Physically Unhealthy Days,95% CI - Low.2_x,95% CI - High.2_x,Z-Score.2,Sample Size.2,Mentally Unhealthy Days,95% CI - Low.3_x,95% CI - High.3_x,Z-Score.3,Unreliable.1,LBW Births,Sample Size.3,% LBW,95% CI - Low.4_x,95% CI - High.4_x,Z-Score.4,Sample Size.4,% Smokers,95% CI - Low.5,95% CI - High.5,Z-Score.5,% Obese,95% CI - Low.6,95% CI - High.6,Z-Score.6,Physical Inactivity,95% CI - Low.7,95% CI - High.7,Z-Score.7,Sample Size.5,% Excessive Drinking,95% CI - Low.8,95% CI - High.8,Z-Score.8,Unreliable.2,Motor Vehicle Deaths,MV Mortality Rate,95% CI - Low.9,95% CI - High.9,Z-Score.9,Cases,"Rates per 100,000",Z-Score.10,Teen Births,Teen Population,Teen Birth Rate,95% CI - Low.10,95% CI - High.10,Z-Score.11,# Uninsured_x,% Uninsured_x,95% CI - Low.11,95% CI - High.11,Z-Score.12,# PCP,PCP Rate,PCP Ratio,# PCP.1,PCP Rate.1,PCP Ratio.1,Z-Score.13,# Medicare enrollees,ACSC Rate,95% CI - Low.12,95% CI - High.12,Z-Score.14,# Diabetics,% HbA1c,95% CI - Low.13,95% CI - High.13,Z-Score.15,# Medicare Enrollees,Mammography Rate,95% CI - Low.14,95% CI - High.14,Z-Score.16,AFGR,Z-Score.17,PSED Num,Population_x,PSED,95% CI - Low.15,95% CI - High.15,Z-Score.18,# Unemployed,Labor Force,% Unemployed,Z-Score.19,# Children in Poverty,% Children in Poverty,95% CI - Low.16,95% CI - High.16,Z-Score.20,Sample Size.6,% No Social-Emotional Support,95% CI - Low.17,95% CI - High.17,Z-Score.21,# Single-Parent Households,# Households,% Single-Parent Households,95% CI - Low.18,95% CI - High.18,Z-Score.22,Violent Crimes,Violent Crime Rate,Z-Score.23,PM Days,Z-Score.24,Ozone Days,Z-Score.25,Rec Facs,Rec Fac Rate,Z-Score.26,# Limited Access,% Limited Access,Z-Score.27,Zip Codes with Healthy Foods_x,# Zip Codes_x,% Healthy Foods_x,Z-Score.28,# Fast Foods,% Fast Foods,Z-Score.29,State_y,Population_y,< 18,65 and over,African American,American Indian/ Alaskan Native,Asian,Native Hawaiian/ Other Pacific Islander,Hispanic,Population.1,# not proficient in English,% not proficient in English,Female,Rural,% diabetic,95% CI - Low_y,95% CI - High_y,Population.2,HIV Rate,# MPH,MPH Rate,MPH Ratio,Costs,# Uninsured_y,% Uninsured_y,95% CI - Low.1_y,95% CI - High.1_y,Sample Size_y,% Couldn't Access,# Dentists,Dentist Rate,Dentist Ratio,Household Income,95% CI - Low.2_y,95% CI - High.2_y,# high housing costs,Households,% high housing costs,% Free lunch,% illiterate,95% CI - Low.3_y,95% CI - High.3_y,Homicide Rate,95% CI - Low.4_y,95% CI - High.4_y,# Drive Alone,Workers,% Drive Alone,Zip Codes with Healthy Foods_y,# Zip Codes_y,% Healthy Foods_y
6099.0,California,Stanislaus,,5130.0,7370.83,7119.774,7621.886,0.3137140553,1202.0,22.8,19.5,26.5,0.9204440025,1198.0,4.0,3.4,4.6,0.1780054154,1193.0,3.5,3.0,4.0,-0.260059133,,3771.0,58537.0,6.4,6.2,6.6,0.1628677786,1171.0,16.6,13.5,20.2,0.554445218,30.5,26.9,34.4,1.5966304093,24.0,21.0,27.3,1.8398747715,1154.0,18.1,14.7,22.0,0.0610024904,,619.0,17.622133628,16.233878657,19.010388598,-0.076499317,1717.0,336.2,0.4014761131,6843.0,142687.0,48.0,46.8,49.1,0.6434377429,90325.0,20.2,19.008510638,21.391489362,0.3750041281,382,75.278352547,1328:1,554.0,109.2,916:1,0.0196960255,27190.0,73.782459143,70.440968043,77.123950243,1.6420458358,3919.0,80.964531768,78.147343677,83.78171986,-0.210576007,2264.0,62.058303887,58.479626707,64.932854462,0.4542322976,74.7,0.186498012,66401.0,138244.0,48.03174098,46.625089961,49.438391999,0.8395029843,41346.0,237400.0,17.4,0.8843068707,40861.0,28.2,25.23030303,31.16969697,0.8326760311,900.0,24.2,20.4,28.5,0.410067682,45628.0,146808.0,31.080050134,29.244154869,32.915945398,0.0608373012,8757.0,564.63733802,0.809343497,33.0,2.1863849667,25.0,-0.001130949,40.0,7.8372209215,0.5265592182,39268.0,8.91,0.2045294616,,,,,314.0,54.137931034,0.9568451823,California,510385.0,29.2,10.5,3.3,1.6,5.2,0.5,40.3,469170.0,79557.0,16.956966558,50.4,8.9,8.3,6.9,9.9,510385.0,124.31,88.0,17.3,5766:1,8506.39,77645.0,25.7,24.031914894,27.368085106,1203.0,17.3,249.0,49.031770224,2039:1,47442.0,44779.963636,50104.036364,78418.0,163841.0,47.8622567,47.1,21.3,11.5,34.8,5.921,5.115,6.727,160204.0,201003.0,79.702293001,20.0,22.0,90.9
6101.0,California,Sutter,,922.0,6724.27,6162.534,7286.006,-0.076876824,198.0,24.6,16.9,34.2,1.2316098171,196.0,3.8,2.5,5.0,-0.066752031,197.0,2.5,1.7,3.3,-1.213609289,,570.0,9983.0,5.7,5.3,6.2,-0.736345872,,,,,0.0,26.5,21.6,32.1,0.5029141656,22.3,17.8,27.3,1.2759466381,186.0,12.7,7.5,20.7,-1.67656295,,141.0,22.794288818,19.031823011,26.556754625,0.5858716085,228.0,247.3,-0.258076646,1031.0,22354.0,46.1,43.3,48.9,0.5166566766,17066.0,21.5,19.712765957,23.287234043,0.7434292364,85,92.263939996,1084:1,121.0,131.3,761:1,-0.465877702,9698.0,68.341482697,63.004814602,73.678150791,1.2375149089,1419.0,78.153629316,73.55382402,82.753434613,0.562304133,832.0,64.182692308,58.391899836,69.215215748,0.0479022737,73.8,0.2921103694,13180.0,24966.0,52.791796844,49.157256392,56.426337296,0.3710956715,8325.0,42103.0,19.8,1.5164922081,6056.0,23.5,18.273333333,28.726666667,0.1606112308,,,,,0.0,7536.0,25911.0,29.084172745,25.491967738,32.676377752,-0.308781105,1025.0,366.87068256,-0.382208273,6.0,-0.255132071,25.0,-0.001130949,10.0,10.797503617,-0.050324034,9655.0,12.47,0.8088720357,,,,,54.0,48.214285714,0.2781188592,California,92614.0,27.7,12.9,2.4,1.7,13.3,0.2,28.0,86278.0,17712.0,20.528987691,50.1,15.0,8.3,6.5,10.5,92614.0,61.036,11.0,11.9,8375:1,7264.37,14433.0,26.7,24.317021277,29.082978723,199.0,19.2,59.0,63.468841102,1576:1,46188.0,43048.436364,49327.563636,13056.0,31373.0,41.615401779,41.8,19.2,10.0,31.8,5.496,3.648,7.344,28374.0,37771.0,75.121124672,6.0,8.0,75.0
6103.0,California,Tehama,,815.0,8680.43,7858.68,9502.18,1.1048514836,228.0,27.5,19.6,37.1,1.7329325184,227.0,6.2,4.2,8.2,2.8703373232,226.0,5.2,3.7,6.6,1.3609761307,,308.0,5416.0,5.7,5.1,6.3,-0.736345872,222.0,19.2,12.5,28.4,1.1693275925,25.3,20.6,30.7,0.1747992925,17.5,13.5,22.4,-0.316321033,218.0,16.7,10.9,24.9,-0.389477439,,101.0,23.952039006,19.280737766,28.623340246,0.7341386338,163.0,264.8,-0.128243426,769.0,15144.0,50.8,47.2,54.4,0.8302729987,10491.0,20.7,18.793617021,22.606382979,0.5167060928,24,39.252244738,2548:1,33.0,54.0,1853:1,1.232531762,9852.0,46.720356962,42.278467379,51.162246545,-0.369993251,1123.0,71.593944791,66.645094233,76.542795349,2.3659419261,865.0,63.930635838,58.194567893,68.77738538,0.096112907,76.2,0.0104774164,6999.0,14562.0,48.063452822,43.627508071,52.499397574,0.8363824203,3973.0,25116.0,15.8,0.4628499792,4916.0,31.1,24.329090909,37.870909091,1.2473543121,184.0,24.4,17.1,33.5,0.450852792,5933.0,16117.0,36.812061798,30.32236383,43.301759766,1.1223539182,1159.0,624.89890548,1.1724217785,4.0,-0.435985185,34.0,0.2838683149,3.0,4.9069318591,1.0975974795,1482.0,2.69,-0.851372451,,,,,34.0,47.887323944,0.2406558532,California,61138.0,25.0,15.2,1.0,2.4,1.3,0.1,21.2,58274.0,5165.0,8.8633009575,50.4,49.0,9.6,7.4,12.0,61138.0,49.473,4.0,6.5,15286:1,7558.55,9027.0,25.2,22.817021277,27.582978723,228.0,20.2,21.0,33.790850725,2959:1,38188.0,34454.49697,41921.50303,9397.0,23510.0,39.970225436,52.8,14.7,9.4,22.8,,,,17142.0,22473.0,76.278200507,3.0,8.0,37.5
6105.0,California,Trinity,,244.0,10546.16,8387.965,12704.355,2.231950471,,,,,0.0,61.0,5.7,2.7,8.8,2.2584437078,62.0,9.2,4.5,13.8,3.0,,47.0,806.0,5.8,4.2,7.4,-0.607886779,,,,,0.0,23.6,18.3,29.7,-0.290030111,22.9,16.9,30.5,1.4749800969,,,,,0.0,,40.0,41.343669251,28.531133408,54.156205093,2.9613939664,10.0,69.8,-1.574956452,78.0,3084.0,25.3,19.7,30.9,-0.871262366,1936.0,19.0,17.093617021,20.906382979,0.0349194127,6,42.811273635,2336:1,12.0,85.6,1168:1,0.5382272461,2141.0,65.990873938,54.513617354,77.468130522,1.0627495981,188.0,73.404255319,61.157028381,85.651482257,1.8681825486,186.0,56.451612903,45.313664526,66.748516736,1.5266194653,82.4,-0.717074379,1649.0,2743.0,60.116660591,45.664241195,74.569079986,-0.349698337,951.0,5073.0,18.7,1.2267405952,766.0,31.3,22.153333333,40.446666667,1.2759528143,,,,,0.0,1042.0,2300.0,45.304347826,33.066425779,57.542269873,2.6950483337,65.0,150.8855823,-1.68352688,19.0,0.9204131692,0.0,-0.792795573,2.0,14.119308154,-0.69765863,1388.0,10.85,0.5338622127,,,,,15.0,60.0,1.6285161382,California,14165.0,17.4,26.8,0.5,4.8,0.7,0.1,5.2,13038.0,192.0,1.4726184998,49.3,100.0,10.4,7.8,13.6,14165.0,48.418,3.0,21.4,4672:1,8030.67,1709.0,22.0,19.736170213,24.263829787,,,5.0,36.635404455,2730:1,35207.0,31703.945455,38710.054545,1815.0,5889.0,30.820173204,46.3,9.7,4.6,17.8,,,,3085.0,5067.0,60.884152358,2.0,9.0,22.2
6107.0,California,Tulare,,4185.0,8082.38,7788.556,8376.204,0.7435657941,947.0,26.5,23.0,30.4,1.5600626214,938.0,5.1,4.3,6.0,1.5241713693,939.0,5.1,4.2,5.9,1.2656211152,,3424.0,56451.0,6.1,5.9,6.3,-0.2225095,918.0,18.9,15.0,23.6,1.0983796262,31.2,27.2,35.3,1.7880307519,24.3,20.7,28.5,1.9393915009,892.0,18.5,14.5,23.3,0.1897110415,,674.0,23.626930073,21.843182402,25.410677744,0.6925036292,1596.0,374.4,0.6848834854,8303.0,120728.0,68.8,67.3,70.3,2.0313567855,89238.0,23.5,22.070212766,24.929787234,1.3102370953,226,53.511008825,1869:1,292.0,69.1,1446:1,0.9007596674,33004.0,73.567296538,70.571737721,76.562855355,1.6260487204,4595.0,77.889009793,75.337181756,80.440837831,0.63506339,2591.0,63.759166345,60.304572577,66.415342362,0.1289097358,75.0,0.1512938929,48584.0,114386.0,42.473729303,41.01482943,43.932629176,1.3864321357,34960.0,207727.0,16.8,0.7262605364,47902.0,33.6,29.798787879,37.401212121,1.6048355889,790.0,30.7,26.2,35.6,1.7355837569,45571.0,139295.0,32.715459995,30.625593434,34.805326556,0.3637003875,6683.0,520.99249733,0.5463816389,12.0,0.2874272704,104.0,2.50052926,20.0,4.6547566959,1.1467399578,63876.0,17.62,1.6831316582,,,,,202.0,49.631449631,0.4404963148,California,429668.0,32.9,9.4,2.1,1.9,3.6,0.2,58.3,389046.0,90535.0,23.271027076,49.6,18.8,7.7,6.3,9.4,429668.0,60.673,78.0,18.5,5415:1,8015.35,74793.0,30.8,29.012765957,32.587234043,947.0,19.2,171.0,40.507888378,2469:1,42377.0,40158.042424,44595.957576,52482.0,126664.0,41.43403019,58.5,31.5,18.0,48.0,9.079,7.974,10.184,119552.0,161697.0,73.935818228,19.0,25.0,76.0
6109.0,California,Tuolumne,,736.0,7521.34,6684.048,8358.632,0.4046380736,244.0,14.3,9.4,21.2,-0.548950122,243.0,3.9,2.7,5.1,0.0556266923,241.0,4.0,2.6,5.4,0.2167159444,,161.0,3289.0,4.9,4.2,5.6,-1.764018616,237.0,21.5,14.7,30.4,1.7132620007,23.1,19.0,27.8,-0.426744641,19.3,15.0,24.3,0.2807793438,233.0,25.3,18.2,34.0,2.3777564108,,100.0,25.172938085,20.23904222,30.106833949,0.8904928079,70.0,125.8,-1.159490147,318.0,11854.0,26.8,23.9,29.8,-0.77117205,7426.0,17.2,15.412765957,18.987234043,-0.47520766,45,80.911967779,1236:1,61.0,109.7,912:1,0.0087101945,9513.0,32.263686116,28.594313373,35.933058859,-1.444831658,806.0,80.148883375,73.968188721,86.329578028,0.0136930508,746.0,69.436997319,62.991816295,74.863571586,-0.957084319,81.8,-0.646666141,6364.0,12613.0,50.455878855,45.925349766,54.986407944,0.6009587444,3583.0,25615.0,14.0,-0.011289024,2011.0,21.5,15.679393939,27.320606061,-0.125373791,211.0,15.4,10.2,22.6,-1.384477158,2537.0,9820.0,25.83503055,19.983823402,31.686237698,-0.910492795,415.0,247.05910368,-1.104077683,0.0,-0.797691413,6.0,-0.602796063,9.0,16.311735387,-1.124906525,244.0,0.49,-1.224842581,,,,,29.0,31.868131868,-1.594809768,California,55175.0,17.3,20.1,2.3,2.1,1.1,0.2,10.4,53635.0,1272.0,2.3715857183,47.1,46.6,7.5,5.7,9.5,55175.0,83.498,18.0,32.4,3090:1,7230.22,6650.0,19.7,17.436170213,21.963829787,244.0,15.4,41.0,72.773744653,1374:1,44751.0,41101.836364,48400.163636,9995.0,22192.0,45.038752704,31.3,9.3,4.5,16.5,,,,15863.0,20285.0,78.200640868,7.0,10.0,70.0
6111.0,California,Ventura,,5947.0,5290.36,5112.921,5467.799,-0.943110689,1733.0,14.3,11.8,17.2,-0.548950122,1727.0,3.6,3.0,4.1,-0.311509477,1726.0,3.6,3.1,4.2,-0.164704118,,5518.0,84448.0,6.5,6.4,6.7,0.2913268716,1681.0,13.8,11.5,16.4,-0.107735801,23.3,20.7,25.9,-0.372058829,17.0,15.0,19.1,-0.482182249,1647.0,18.0,15.2,21.3,0.0288253526,,586.0,10.530706264,9.6780681101,11.383344417,-0.984661416,2322.0,291.1,0.0668773567,7403.0,206088.0,35.9,35.1,36.7,-0.163957469,126443.0,18.1,17.027659574,19.172340426,-0.220144124,682,85.810125595,1165:1,974.0,122.5,816:1,-0.272527078,65264.0,45.869401716,44.185935574,47.552867859,-0.433260886,6508.0,81.668715427,79.473080344,83.86435051,-0.404196944,5093.0,66.542312979,63.91473521,68.368476835,-0.403420429,78.5,-0.25942083,129501.0,216846.0,59.720262306,58.470710065,60.969814547,-0.310691262,46607.0,430924.0,10.8,-0.854202807,31691.0,15.3,12.567878788,18.032121212,-1.011927357,1459.0,23.5,20.4,27.0,0.267319797,52330.0,211450.0,24.748167415,23.35215421,26.14418062,-1.111769999,6278.0,261.65038124,-1.01616467,0.0,-0.797691413,39.0,0.4422012396,86.0,10.710064846,-0.033284457,44560.0,5.99,-0.291167256,,,,,545.0,48.791405551,0.3442447671,California,802983.0,26.1,11.8,2.2,1.3,6.7,0.3,38.5,753327.0,125327.0,16.636467298,49.8,3.1,7.3,6.2,8.5,802983.0,114.44,334.0,42.0,2380:1,8822.83,107215.0,21.9,20.589361702,23.210638298,1734.0,12.8,559.0,69.872641798,1431:1,71418.0,69634.993939,73201.006061,122296.0,264305.0,46.270785645,32.7,15.9,8.2,26.9,3.971,3.448,4.494,294273.0,378652.0,77.715950266,21.0,23.0,91.3
6113.0,California,Yolo,,1386.0,5267.72,4917.684,5617.756,-0.956787653,487.0,14.1,10.2,19.2,-0.583524101,483.0,3.8,2.9,4.8,-0.066752031,484.0,3.0,2.2,3.7,-0.736834211,,952.0,17505.0,5.4,5.1,5.8,-1.121723151,480.0,7.4,5.0,10.9,-1.621292415,26.3,22.1,30.6,0.4482283534,16.2,13.1,19.6,-0.747560194,471.0,19.6,14.4,26.1,0.5436595571,,159.0,12.093268765,10.213513915,13.973023615,-0.78455219,497.0,251.4,-0.227658577,1437.0,66636.0,21.6,20.4,22.7,-1.118151811,28444.0,16.1,14.670212766,17.529787234,-0.786951983,270,137.32141858,728:1,379.0,192.8,519:1,-1.817134909,9071.0,32.051199236,28.316917011,35.785481461,-1.460629836,839.0,80.929678188,74.842318028,87.017038349,-0.200992736,622.0,66.720257235,59.893157106,72.644999906,-0.43745568,75.6,0.0808856547,33208.0,51001.0,65.112448776,62.551918692,67.672978859,-0.841302592,12707.0,98039.0,13.0,-0.274699581,8530.0,18.9,15.336363636,22.463636364,-0.497154318,425.0,23.6,17.8,30.7,0.287712352,12017.0,44357.0,27.09155263,23.978870382,30.204234878,-0.677796293,1856.0,315.58829331,-0.691186658,11.0,0.1970007134,15.0,-0.317796799,16.0,8.0237905389,0.4902015799,11755.0,7.2,-0.085758685,,,,,138.0,53.076923077,0.8352757785,California,199407.0,23.1,9.8,3.1,1.4,11.8,0.6,29.0,183950.0,27077.0,14.719760805,50.9,9.4,7.3,5.9,9.0,199407.0,81.023,161.0,81.9,1221:1,6178.06,25000.0,19.1,17.193617021,21.006382979,487.0,10.9,95.0,48.883651763,2046:1,54433.0,50520.127273,58345.872727,31266.0,69386.0,45.060963307,35.3,15.9,7.9,27.0,,,,60340.0,87078.0,69.294196008,10.0,13.0,76.9
6115.0,California,Yuba,,888.0,9211.75,8472.046,9951.454,1.4258251689,206.0,22.2,16.0,30.0,0.8167220643,206.0,3.6,2.6,4.7,-0.311509477,205.0,4.6,3.3,6.0,0.7888460375,,576.0,8721.0,6.6,6.1,7.1,0.4197859646,203.0,13.6,9.0,20.2,-0.155034445,31.2,25.7,37.1,1.7880307519,24.6,19.7,30.4,2.0389082304,198.0,15.8,9.7,24.7,-0.679071679,,111.0,23.461476678,19.096821635,27.826131722,0.6713148762,207.0,283.3,0.0090088357,1116.0,17730.0,62.9,59.3,66.6,1.6376682109,12380.0,19.1,17.312765957,20.887234043,0.0632598057,19,26.075619296,3835:1,28.0,38.4,2602:1,1.5752896875,6146.0,81.861662141,74.413010914,89.310313369,2.2427261566,870.0,78.275862069,72.396768467,84.154955671,0.5286952588,493.0,57.403651116,50.408147814,63.703256904,1.3445239004,57.3,2.2283369214,9562.0,19377.0,49.347164164,45.62299745,53.071330878,0.7100604197,5387.0,28143.0,19.1,1.3321048181,5847.0,28.2,21.191515152,35.208484848,0.8326760311,182.0,28.1,20.4,37.3,1.205377327,6829.0,20520.0,33.279727096,27.558707184,39.000747008,0.4681975412,1030.0,469.95268535,0.2388647919,5.0,-0.345558628,1.0,-0.761128988,3.0,4.1138155639,1.2521555249,14332.0,24.27,2.8120300058,,,,,30.0,55.555555556,1.1192754135,California,72925.0,29.2,9.5,3.5,2.7,7.6,0.3,23.5,64903.0,8300.0,12.78831487,49.7,30.1,7.0,5.3,9.1,72925.0,55.972,5.0,6.9,14573:1,7782.36,10567.0,24.1,21.59787234,26.60212766,206.0,15.4,10.0,14.132078405,7076:1,41045.0,36950.381818,45139.618182,10120.0,23750.0,42.610526316,51.0,18.4,9.5,30.9,5.284,3.212,7.356,20438.0,26731.0,76.458044967,5.0,12.0,41.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"*Recently, we detected an error in our estimates of Primary Care Physicians.  The number of General Practice Physicians was double counted.  As a result, the estimate of Primary Care Physicians was incorrect.  We have corrected the errors.   The correct estimates of the rate of Primary Care Physicians are available on our website and in the downloadable data files.  The specific county Rankings for 2010 - 2012 will not be recalculated based on the updated data.  The old data that the Rankings are based on is included in all Data Files.  You can find all data files at: http://www.countyhealthrankings.org/rankings/ranking-methods/download-rankings-data",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
