FIPS,State,County,Average Life Expectancy (years),Days of Poor Physical Health (days/month),Days of Poor Mental Health (days/month),Students Graduating from High School (%),Some College (%),Children in Poverty (%),Limited Access to Healthy Foods (%),Physically Inactive (%),Insufficient Sleep (%),"Primary Care Doctor Rate (doctors/100,000)","Mental Health Providers (providers/ 100,000)",Median Household Income ($),Homeowners (%),Rural Living (%),Non-Hispanic Black (%),Asian (%),Hispanic (%),Non-Hispanic White (%),Population,"Motor Vehicle Death Rate (deaths/100,000 people)","Drug Overdose Death Rate (deaths/100,000 people)",Broadband Access (%),Teen Birth Rate (births/per teens),"Firearm Death Rate (deaths/ 100,000 people)",Severe Housing Problems (%),Proficient in English (%),Air Pollution (fine particulate matter in micrograms/cubic meter of air),Smokers (%)
47063,Tennessee,Hamblen,71.057029024,5.5869320159,6.9928121493,93.0,50.893843854,21.7,14.538606606,29.8,40.7,37.0,225.02114,55904,68.336050936,22.660816447,3.50368491,1.1477588498,15.141355564,77.821070436,15383,12.823035478,48.781489735,86.32657815,32.133856063,12.953008336,12.076011443,96.1838197897,7.5,20.9
47065,Tennessee,Hamilton,75.599814628,4.2515075989,6.0995730949,89.0,73.331354213,19.0,13.207216972,25.8,38.0,403.0,281.15325,73319,64.348119168,12.506041665,17.741086284,2.344260051,8.1734515511,69.523566329,101055,11.920901314,44.196260082,90.353300378,20.233041279,17.157681256,12.979921313,97.6678663769,8.5,18.2
47067,Tennessee,Hancock,70.800162348,6.4748138805,7.4073986258,87.5,47.584856397,36.0,0.5063095466,37.2,42.7,,14.37608,39077,72.664983772,100.0,0.7331799885,0.3018976423,1.0638297872,95.816561242,1532,23.670676336,,66.606563289,33.101045296,,14.385964912,99.6417445483,7.0,31.2
47069,Tennessee,Hardeman,70.329628856,5.5216919126,6.3990730583,86.0,37.723371324,29.5,6.9534824625,33.5,45.0,4.0,152.54038,47551,71.157033926,79.259288351,41.09594399,0.9152423045,2.221613799,53.694215199,7107,30.518302504,25.068939584,79.920433197,32.292557742,26.971069562,13.079470199,99.6241067372,7.4,24.5
47071,Tennessee,Hardin,70.808493215,5.7470110006,6.9774067348,89.0,48.797953964,24.2,7.382664825,28.1,39.9,15.0,113.8492,49126,78.002400074,67.097760054,3.2465386169,0.5876087994,2.5671159426,91.553123508,5865,25.20478891,50.28157683,84.971845288,22.655007949,25.194686212,11.497450162,99.7003074767,6.8,21.2
47073,Tennessee,Hawkins,71.51577277,5.3551733579,7.0035869191,96.0,54.653994187,22.2,6.7805275093,27.7,38.7,18.0,25.59727,54454,79.471632741,62.075774405,1.4556313993,0.590443686,2.2252559727,93.986348123,12731,22.085914206,41.834683277,84.049372023,27.694213414,14.7150535,10.889132821,99.8481105316,7.2,20.6
47075,Tennessee,Haywood,70.521516627,5.6992787308,6.9285493771,97.5,45.585412668,28.9,10.907472639,36.3,44.7,4.0,5.77101,42579,57.340217695,46.143081057,50.548245614,0.3808864266,4.8880424746,42.630424746,4168,25.345226513,,76.234998605,24.566088117,25.32082638,14.115168539,99.7546085707,7.4,25.8
47077,Tennessee,Henderson,71.739415389,5.5654730718,6.982110122,94.0,39.88948626,18.2,1.7264594669,33.4,38.8,5.0,57.00036,55656,71.504392387,77.167588535,7.5881724261,0.4631278945,3.1136444603,85.97434984,6696,30.691322029,25.012506253,79.904831625,27.423249396,13.578994011,11.732101617,99.7223067559,6.7,23.3
47079,Tennessee,Henry,72.175154476,5.3523821831,6.7316944386,98.0,46.32085094,26.2,10.39884428,29.8,40.0,22.0,190.45279,52064,75.592578569,67.772291065,7.0375376298,0.6665847515,3.0503163974,86.720525895,6863,24.321539598,32.066532884,81.900795153,25.818944651,21.688344684,11.205564142,99.8537631613,7.3,23.0
47081,Tennessee,Hickman,69.899153986,5.2637179871,6.6178672101,95.0,47.777272038,21.8,3.8672244492,29.8,39.1,5.0,65.82514,59650,77.668845316,100.0,4.5458065515,0.4878804306,3.6087663595,88.929760706,6591,37.026699098,87.985397051,77.222222222,25.092554504,26.109660574,9.1013165426,99.9707382326,6.6,22.5
47083,Tennessee,Houston,70.882724521,5.2331522331,6.7297750215,87.5,45.617740232,22.6,0.752506531,30.1,39.7,2.0,297.86727,56951,81.159874608,100.0,3.1216489932,0.6553079948,3.455260336,90.05123317,1894,26.024046219,72.498791687,81.661442006,19.825072886,,9.965034965,99.8989643849,6.9,23.1
47085,Tennessee,Humphreys,71.489357921,5.1726859472,6.6708936927,97.0,52.230483271,20.1,8.6886252532,30.2,37.9,3.0,52.05893,63017,79.501748252,100.0,2.8684470821,0.8433546775,3.1235358426,90.801186944,4304,29.815146094,43.93132655,82.546620047,31.662995595,20.218143123,8.3707025411,99.9168099384,6.8,23.9
47087,Tennessee,Jackson,71.935685608,5.7874087197,7.092340029,92.5,40.966146824,27.4,0.0323704886,31.8,39.8,1.0,,48285,83.343982961,100.0,0.962549543,0.2183935938,3.0898649195,93.286419154,2629,18.206092972,50.557537286,78.658146965,27.040816327,23.669839552,10.939226519,99.3642384106,7.0,24.2
47089,Tennessee,Jefferson,72.929258321,4.9944989685,6.4075353024,94.0,55.36010097,18.1,5.239173986,26.4,37.0,25.0,63.97178,62730,74.034003091,75.816981512,1.9122376292,0.7607455306,4.7978837443,90.684325184,12677,14.341441028,48.90908874,84.946840897,19.698526893,14.484094654,10.088148874,98.7659422604,7.8,19.6
47091,Tennessee,Johnson,72.254187894,5.6084988713,6.8138575746,95.0,31.35298213,28.0,2.7982983883,30.0,39.5,6.0,87.07482999999999,51597,78.597322922,100.0,2.5360544218,0.3265306122,3.3959183673,92.076190476,4309,26.375523514,60.992514555,79.461795873,30.731190392,23.418942579,12.026239067,99.451754386,5.9,23.4
47093,Tennessee,Knox,74.159737863,4.5270809926,6.2294652923,89.949675688,71.769492255,15.8,11.96912906,22.3,35.0,532.0,440.8102,70457,64.948453608,9.1932496957,8.4021579127,2.6131036673,6.3748704234,80.03231676,130026,13.049569636,86.144173085,87.998864662,15.735985138,17.513339815,12.297279708,98.4025260762,8.7,17.0
47095,Tennessee,Lake,70.31466043,6.1703773349,6.9533906009,,27.718960539,45.2,0.0757407758,35.9,44.1,,47.26643,40778,45.252225519,100.0,26.989128722,0.3623759256,3.2298723807,66.519615566,2078,,,75.074183976,67.193675889,,13.768115942,99.0801371999,7.4,27.0
47097,Tennessee,Lauderdale,70.721764006,5.4781927994,6.5464866882,93.0,36.567505721,36.6,4.2561528776,35.2,46.6,4.0,28.44372,51486,62.502713262,72.469474605,34.811052418,0.5851279967,2.9012596505,59.459569281,6555,25.718870382,22.560781399,83.861515086,44.114886428,23.657440265,13.121924549,99.1275853264,7.6,26.5
47099,Tennessee,Lawrence,71.758644105,5.5308851985,6.7743712899,97.0,52.165517241,20.1,1.5685348435,28.9,40.2,17.0,95.41571,55845,76.137452107,73.552390226,1.8996400226,0.5052695494,2.8971678883,92.512035391,10875,14.561787281,36.383887136,81.800766284,25.985844287,20.220084385,12.860175918,99.088919549,5.3,21.3
47101,Tennessee,Lewis,71.475292343,5.5790750998,7.0601538184,97.5,54.969778375,21.4,16.964765269,32.8,39.6,2.0,45.92071,55231,80.477391811,100.0,2.1046992193,0.887800398,3.49762743,91.34394612,2978,28.911761304,65.484453991,78.284494469,37.17472119,19.190481521,10.743801653,99.933538257,6.1,26.8
47103,Tennessee,Lincoln,72.181876128,4.868512083,6.5573209276,96.380466472,44.732254047,18.9,3.8015836484,27.2,39.8,15.0,38.70718,60974,77.030639523,71.346867125,6.7737565318,0.738201222,4.2826730073,85.379745086,8030,24.808150304,23.590024251,77.770923298,24.937308442,16.049524246,11.261582324,99.937305947,7.2,20.0
47105,Tennessee,Loudon,75.395124588,4.5847075047,6.3433270943,92.0,54.022887324,15.9,5.0531863946,27.0,38.4,31.0,56.11394,81605,80.945473163,35.655722771,1.3632387648,0.9902460761,10.5279662,85.549008929,11360,16.819575884,48.297512678,89.397559519,25.155246816,12.639805275,10.802752294,97.6807915839,6.4,19.0
47107,Tennessee,McMinn,71.296444071,5.0718566092,6.4549979222,97.0,52.811148486,19.5,5.967983279,27.2,39.3,27.0,80.82187,55852,74.733361278,61.661911555,3.6764970006,0.7633176479,4.7577139983,88.19461906,12486,23.683314174,55.833016333,86.18601835,31.337535014,22.587154944,11.552090716,99.0204878049,6.9,20.3
47109,Tennessee,McNairy,70.292261906,5.6222491226,7.1704461427,97.0,46.705490849,21.2,11.927737446,31.6,39.6,11.0,137.5989,54516,78.717111972,100.0,6.0314184153,0.4701295723,2.3009593701,89.022665596,6010,32.042605616,36.10853193,83.581480726,24.907749077,32.540481909,7.3319755601,99.7471142473,7.2,23.6
47111,Tennessee,Macon,71.458146888,5.5919453785,7.1168707898,92.0,34.236717195,22.4,7.1400767912,31.5,38.3,5.0,3.73232,57496,71.847826087,75.515545685,1.2764528048,0.9293472176,7.0130257903,89.064307842,6531,23.678754382,46.902481923,83.532608696,40.053660406,18.308894939,16.082029142,98.0857485426,7.5,22.8
47113,Tennessee,Madison,73.168479849,4.9564729002,6.2158399947,90.0,57.971486762,27.7,13.573129111,28.0,38.0,137.0,315.54646,60663,62.490514494,26.323831497,37.718387386,1.2894055024,5.410664059,53.5612392,24550,15.132225092,33.403063635,87.689077756,22.76721209,21.342808185,16.550387597,98.8278727343,6.3,19.5
47115,Tennessee,Marion,72.00238859,5.6283201223,6.7190452229,93.688311688,52.566947773,21.5,5.1269667997,29.4,39.7,10.0,27.22755,57109,79.790094544,91.344453307,3.849295487,0.7759852971,2.7738070928,90.25593901,6759,31.304658928,41.429311238,83.129499523,31.387762299,15.237884151,9.8122866894,99.5553449721,7.6,21.4
47117,Tennessee,Marshall,73.624428691,5.1187944347,6.6315735161,97.0,54.960821101,15.2,8.9664069381,31.5,40.9,6.0,73.04997,73770,77.441965632,65.225246226,5.9359865804,0.6736830713,7.4619193204,83.555639728,9061,17.589265523,42.501747294,88.566475731,20.624079282,16.672799191,11.517295597,99.2359523523,6.9,23.9
47119,Tennessee,Maury,75.062447873,4.6701457303,6.1088354092,86.0,63.520347555,13.8,7.8384683857,26.1,40.0,51.0,220.29614,74164,71.279689772,37.48192604,10.8531961,1.4210906464,8.2800650054,76.933911159,29463,16.049490793,39.03887568,89.677653902,22.061834562,16.890683496,10.770827926,99.0683324678,5.7,19.6
47121,Tennessee,Meigs,69.11828022,5.2787946801,6.6941251364,97.5,39.833159541,23.1,0.6948109236,26.0,36.6,5.0,7.30407,56161,76.946391362,100.0,2.2058286466,0.3871156234,2.5783361332,92.571762472,2877,38.788874438,61.771291792,80.280356128,31.85483871,17.300765952,12.085769981,99.7749738809,7.5,19.6
47123,Tennessee,Monroe,70.824940316,5.3294716567,6.4648421504,92.0,46.421863261,21.2,5.8432314433,31.1,37.6,9.0,59.67815,58980,72.224238967,73.297297297,1.9508581306,0.6132444335,4.9327077417,90.167510392,10648,30.912657968,54.372771246,83.918477415,35.573985159,19.188374404,11.144010767,99.1073426104,7.0,24.1
47125,Tennessee,Montgomery,73.991253589,4.5254492451,6.2277863826,92.0,69.917822983,15.7,15.932123677,27.3,44.6,92.0,234.70851,74701,62.941615968,17.732620224,21.443936766,2.3850220117,11.641208645,59.544256937,74230,14.850044785,42.518513269,92.637658472,23.679604654,21.697435217,13.600568035,98.7240267011,6.8,18.4
