FIPS,State,County,Average Life Expectancy (years),Days of Poor Physical Health (days/month),Days of Poor Mental Health (days/month),Students Graduating from High School (%),Some College (%),Children in Poverty (%),Limited Access to Healthy Foods (%),Physically Inactive (%),Insufficient Sleep (%),"Primary Care Doctor Rate (doctors/100,000)","Mental Health Providers (providers/ 100,000)",Median Household Income ($),Homeowners (%),Rural Living (%),Non-Hispanic Black (%),Asian (%),Hispanic (%),Non-Hispanic White (%),Population,"Motor Vehicle Death Rate (deaths/100,000 people)","Drug Overdose Death Rate (deaths/100,000 people)",Broadband Access (%),Teen Birth Rate (births/per teens),"Firearm Death Rate (deaths/ 100,000 people)",Severe Housing Problems (%),Proficient in English (%),Air Pollution (fine particulate matter in micrograms/cubic meter of air),Smokers (%)
51089,Virginia,Henry,70.858714606,5.1336542126,6.4183290147,82.0,55.925676326,24.9,14.451128973,30.5,41.0,23.0,24.1439,51959.0,76.091303712,65.064379367,22.206349845,0.5311657479,7.1989054766,67.820208442,10387.0,24.249601714,84.406133069,74.637857874,18.183729241,25.399546777,11.455032903,98.8383450053,7.4,22.8
51091,Virginia,Highland,78.912709666,4.2765924536,5.8551660799,,69.788519637,21.0,34.448678028,20.4,33.7,3.0,213.76657000000003,56021.0,88.13559322,100.0,0.897819581,0.8123129543,1.5818725951,96.023941855,331.0,,,73.579262213,,,6.0913705584,99.9092970522,5.5,13.8
51093,Virginia,Isle of Wight,76.831863508,4.0173506134,5.4477616832,91.0,68.605164423,9.7,4.4652370242,22.5,37.2,16.0,68.77748,88536.0,81.323739142,58.454644356,22.382157157,1.1913242121,4.5958094864,68.8609958,9062.0,13.617587871,25.607320279,84.603915467,8.9715251593,15.689063677,11.052107534,99.5948935263,6.6,14.6
51095,Virginia,James City,81.105494217,3.3197292913,4.6703857312,,72.124025472,8.4,8.6788451227,16.7,30.9,89.0,441.59992000000005,109735.0,78.849159516,14.161576405,13.820262782,3.0682120648,7.4055702083,72.68976698,16803.0,9.4175694915,17.176875736,94.414851201,10.654390003,9.1927489639,11.81512605,99.2779309439,6.5,11.0
51097,Virginia,King and Queen,73.666291586,4.7267825728,5.9057484925,,66.171505739,18.4,4.975704694,27.0,40.6,2.0,,66578.0,77.398720682,100.0,23.675595238,0.5208333333,3.6011904762,67.24702381,1481.0,37.074416593,54.128530656,73.560767591,22.628372498,29.07906598,17.112299465,100.0,6.3,20.5
51099,Virginia,King George,77.615314885,3.8392895587,5.2798244686,91.0,73.838091298,7.5,2.1241339,19.7,34.9,6.0,73.50882,101323.0,76.106105093,100.0,15.800896108,1.9077289275,7.3298795856,70.890506861,7251.0,14.326799605,29.011435341,91.1005366,12.225342805,16.160191572,10.058231869,98.6902600162,6.5,14.3
51101,Virginia,King William,75.23763437,4.174516721,5.652654697,92.5,60.979106923,8.6,2.859613367,22.2,38.0,6.0,68.31319,88124.0,88.798313422,100.0,14.519180242,1.4030478192,3.5733053074,76.589595376,4882.0,29.645977617,36.82969947,77.315530569,12.9395218,14.707379711,9.152288072,99.572273979,6.7,17.0
51103,Virginia,Lancaster,75.273185383,4.3347823866,5.7361156194,82.5,63.563295378,21.7,2.1335689297,23.6,38.7,4.0,101.29846,66220.0,79.809802487,100.0,26.880928262,0.9485219633,2.1180587531,68.477760383,1493.0,18.557302298,,74.030724214,23.80952381,,10.10587103,99.4780297998,6.0,16.4
51105,Virginia,Lee,71.932803274,5.5635817889,6.3952073851,80.0,46.310199597,28.5,0.0018293896,28.0,39.5,7.0,160.95654,44110.0,73.904807009,100.0,4.1112899517,0.2897217751,2.4879282594,91.598068521,5461.0,16.039086019,22.320432124,69.452995501,33.854834573,21.897746284,14.372346877,99.3877841583,7.1,20.7
51107,Virginia,Loudoun,83.821644551,3.0413145937,4.4926401056,95.0,84.869782286,4.0,0.9939536474,16.0,30.1,325.0,213.3623,173655.0,77.915539365,11.94653161,7.7161066766,23.114172895,14.213916906,51.293351392,119377.0,3.4639544365,8.8111841218,96.653955675,3.9250686167,4.3274624093,10.258677869,96.0857252928,6.3,8.8
51109,Virginia,Louisa,75.918636702,4.2431676224,5.8345973511,90.0,57.166000648,13.2,0.5442560545,19.8,37.4,4.0,53.61016,79459.0,81.224114128,100.0,14.367521992,0.7846577479,4.3546068182,77.444744986,9259.0,25.89874353,35.014005602,82.749326146,14.73377097,18.802392082,10.852713178,98.8851908975,6.9,15.1
51111,Virginia,Lunenburg,73.976621212,4.8340507048,6.0626598458,82.5,47.563486616,23.2,0.01850134,27.7,41.5,2.0,83.07028,51013.0,71.921182266,100.0,31.782688154,0.4818076092,6.5376308357,58.21565044,2914.0,28.230644364,,59.991432855,24.390243902,23.13820117,10.452961672,98.6776425256,6.8,20.4
51113,Virginia,Madison,78.413695603,4.4646962639,6.0282370352,92.5,56.608811749,13.3,0.2925756948,21.8,35.4,1.0,42.46886,76864.0,79.56231454,100.0,8.3592865232,0.9130804077,4.2539637599,83.713193658,2996.0,20.177348272,,83.679525223,11.464497041,22.120631175,12.270531401,99.4670321303,,15.4
51115,Virginia,Mathews,75.825760087,3.8685002325,5.5553993729,87.5,75.0,14.6,0.0,20.5,34.1,3.0,117.45361,73034.0,85.611892753,100.0,7.8928823115,0.9396288466,2.8071411792,85.247827108,1304.0,,,74.887178126,10.295126973,,7.7247191011,99.7207382224,6.0,13.8
51117,Virginia,Mecklenburg,73.009420205,4.7392750125,5.8007275831,86.0,60.963741956,20.8,9.5473040007,26.4,41.8,17.0,130.51423,53288.0,71.929824561,83.258023022,32.550247977,1.2300965805,3.3640041765,60.689115114,6371.0,27.07117853,31.716519932,71.750653229,22.545183529,21.614965416,14.776768076,99.7128822471,7.0,18.0
51119,Virginia,Middlesex,73.471325641,4.4404314842,6.2313078408,92.5,58.740894901,19.3,0.2705239051,24.1,40.9,4.0,73.23325,67586.0,85.696175787,100.0,15.195898938,0.5950201391,3.1948004394,77.581471988,1922.0,23.967723466,,81.914219311,20.382165605,26.097979271,13.755458515,99.3849111004,6.2,17.5
51121,Virginia,Montgomery,78.740877664,4.2457879022,5.694449154,94.0,76.45991707,12.7,4.4036232319,21.4,33.9,71.0,355.74565,67620.0,54.735781765,26.084776527,4.1412441976,6.4540976628,4.6348286137,82.042446233,23152.0,8.2553659879,17.24260343,91.097438131,4.1542693538,8.3113892386,17.335021809,99.4284995229,6.8,15.8
51125,Virginia,Nelson,76.660078387,4.3910425238,5.8748970961,87.5,53.158650395,17.8,2.1073213848,22.4,35.7,12.0,136.00816,77049.0,79.196290572,100.0,10.46582795,1.0336620197,4.8826929616,81.224073444,2786.0,27.945073476,,80.57187017,21.539688871,,13.577235772,99.5131032508,6.2,14.8
51127,Virginia,New Kent,77.310786937,3.7717754295,5.528435998,92.0,65.304819662,6.9,0.0,18.4,36.2,7.0,145.40445,115854.0,92.107593536,100.0,14.854212903,1.3009872197,4.1210683401,75.832249177,6266.0,16.786660201,31.710578925,88.963914102,5.8679706601,,10.836845274,98.8676298321,6.7,12.3
51131,Virginia,Northampton,73.246239494,4.4627173788,5.9746688984,87.5,56.982274103,27.0,0.00038784,24.8,36.8,13.0,124.78163,53822.0,65.211689771,100.0,29.997504367,1.0731220364,9.5166791448,56.983612012,2313.0,27.681494319,39.261876718,82.896215811,27.001421127,16.91961491,10.491493384,97.8141135972,6.1,16.3
51133,Virginia,Northumberland,76.169270308,4.1021310449,5.4694528205,92.5,59.126106195,22.7,2.0974220812,22.8,35.0,10.0,24.21112,69662.0,89.293598234,100.0,23.500928093,0.7101928819,3.7769348721,69.768380276,1808.0,27.014646637,38.461538462,80.058866814,25.721455458,19.788265559,13.268292683,99.6189816418,6.0,15.6
51135,Virginia,Nottoway,72.573167688,4.8750384326,6.0160531031,82.5,44.867626568,23.3,21.768832927,29.9,40.1,6.0,122.0609,58168.0,69.246176256,100.0,37.45342413,0.8865476038,4.8695875626,54.541950405,4306.0,36.113117395,30.229093343,71.868171886,22.40398293,,11.86440678,99.5810527738,6.8,21.4
51137,Virginia,Orange,75.230621673,4.2809026027,5.8871727526,87.0,53.192431117,12.1,9.9512856482,22.2,39.2,17.0,77.77259000000001,82738.0,77.800504534,56.683400452,12.256960647,1.3973142531,7.3702493908,75.514595323,9037.0,21.690713663,40.753406453,91.572918797,18.019316708,11.791883968,11.560486757,99.5546801404,6.9,16.7
51139,Virginia,Page,73.888480093,4.6611766317,6.1626416388,96.0,43.936567164,17.2,,23.9,36.9,6.0,54.75759,57960.0,72.836260385,79.999156438,2.3208794912,0.543363801,2.7210311276,92.439240133,5360.0,20.994541419,33.571128829,78.85161426,22.298065984,20.113136392,12.292891502,99.3795976247,6.5,19.0
51141,Virginia,Patrick,72.196510043,4.7819128483,6.1844266543,92.5,54.949314252,19.3,3.1404478613,25.0,38.1,4.0,68.53618,51200.0,77.183532128,100.0,5.0488320292,0.3769489977,3.660974356,89.239819521,3354.0,24.270470119,51.196480716,80.094908298,19.243986254,24.994603438,10.090556274,99.6795252226,6.8,18.4
51143,Virginia,Pittsylvania,74.942969201,4.7286141009,5.7909622059,87.0,52.18656599,16.7,5.9244585984,29.2,37.4,5.0,30.216040000000003,54627.0,78.743961353,89.061337829,21.043796478,0.5808195263,3.2415101308,73.52235148,12714.0,23.819518799,29.481460055,75.808874274,18.446685631,21.921302524,12.325157105,99.4201992848,7.6,22.0
51145,Virginia,Powhatan,77.888630833,3.7310514192,5.4325034765,92.0,66.679350583,6.7,1.0930958754,18.0,31.2,17.0,56.066030000000005,100814.0,93.148596538,98.091187815,8.2261330011,0.6790219592,3.083631833,85.927425635,7884.0,13.898340826,34.49279424,90.512061699,3.954132068,15.829672722,5.0839552239,99.424145479,7.1,12.2
51147,Virginia,Prince Edward,74.009770162,4.6173370141,5.8499245659,82.5,58.190809808,28.5,5.1274122934,27.9,41.6,14.0,299.3333,55264.0,59.947089947,66.735319694,31.148804934,1.2064039185,4.8981813234,60.56056964,4853.0,24.611578801,20.937710312,75.158730159,8.1089510344,15.983377288,18.62262825,98.9960985822,6.7,19.5
51149,Virginia,Prince George,78.869646486,4.1826095151,5.6576213524,90.0,61.898628684,11.4,6.9481604501,25.4,42.0,7.0,151.61764,82207.0,73.926718037,49.056033481,31.384852231,2.0993212195,10.358983929,52.175130041,13199.0,10.838581013,24.859663192,92.097814122,9.9467962063,11.435105775,12.24979984,99.5342452321,6.9,18.5
51153,Virginia,Prince William,80.596432187,3.8275091688,4.9050271685,88.0,71.769837053,8.3,3.8156001409,20.4,38.1,214.0,175.63925,128758.0,74.381827707,4.5949432191,20.242627236,11.078547504,26.315660485,38.229311331,135504.0,7.446586633,18.590854682,96.242133382,11.936479002,7.5043160298,14.226858928,94.1854338065,7.6,11.6
51155,Virginia,Pulaski,73.617296864,4.2850155301,5.9316206579,90.0,56.643713338,23.4,3.9031996445,22.1,37.6,11.0,50.51255,59839.0,72.153482552,42.591715976,4.8848610905,0.7606596345,2.3295201307,89.971772396,7842.0,15.554060871,40.433925049,79.59126929,26.915485376,14.159876809,10.835913313,99.8883201489,6.8,17.5
51157,Virginia,Rappahannock,78.847837629,4.0942184182,5.6940781404,87.5,56.778606965,14.2,5.1290811898,22.5,37.7,2.0,107.90397,88237.0,77.874868927,100.0,3.9519827354,1.3622875641,5.0849743728,86.849204208,1608.0,,67.662050611,89.199580566,,,9.1891891892,99.3871866295,6.2,18.4
51159,Virginia,Richmond,76.350810509,4.5067259996,5.7879348646,97.5,37.611806798,21.9,2.3760610011,28.7,39.8,1.0,185.10453,61655.0,70.522006141,100.0,28.527874564,0.675087108,7.7090592334,60.365853659,2236.0,22.242699628,,79.733879222,12.28668942,,7.1174377224,98.9623411449,6.0,22.4
51161,Virginia,Roanoke,77.522282596,4.1274590472,5.4928547246,91.0,69.646126985,8.2,3.3979372621,20.7,32.4,120.0,329.8085,80929.0,76.263669037,19.410083669,6.9723579247,3.7062230742,4.2565910168,82.972605281,23483.0,7.8309479061,29.85986695,88.924574953,7.8708375378,13.85765667,8.8525009594,99.0245590509,7.2,13.7
51163,Virginia,Rockbridge,76.186041622,4.1372400166,5.7411528835,85.0,64.339581987,14.9,7.2951407261,23.3,35.8,21.0,4.47267,64813.0,78.433835846,90.079470199,3.3634493246,0.9526791305,2.3615708024,90.911530548,4641.0,18.943340469,17.649394773,83.438023451,7.457775828,20.297221928,9.2316196794,99.8756333487,6.5,19.3
51165,Virginia,Rockingham,78.064471508,4.055398819,5.8097727915,,58.22010529,11.8,2.7783046665,22.5,33.2,21.0,32.34452,79332.0,75.177858213,59.281015318,2.7377321874,1.2845393217,9.5889936235,84.629424268,19945.0,15.296367113,13.881342286,85.256490265,13.334685393,11.075556968,9.7306829112,97.9927965784,6.1,15.7
51167,Virginia,Russell,73.077916773,5.272434327,6.4666472424,88.0,55.881832655,21.6,0.9835322293,28.7,38.9,9.0,109.90305,51459.0,75.797516714,99.387145572,0.9891274483,0.2629822978,0.7222200416,96.844212427,5653.0,21.575322147,16.742868182,68.309455587,31.111111111,18.32354805,9.0294543699,99.9795174307,6.6,22.0
51169,Virginia,Scott,73.373362401,5.1139785121,6.804899359,84.0,58.063834285,22.5,5.7019651119,25.0,38.3,7.0,153.96818000000002,46015.0,78.326443973,98.308305525,1.0731115569,0.2426165259,1.6096673354,95.68422526,4731.0,19.812573059,26.346785692,73.891185342,23.329798515,30.662305805,11.672473868,99.9419392297,6.8,19.9
51171,Virginia,Shenandoah,76.565025189,4.4892764977,6.1101641521,94.0,53.517563491,12.3,3.1988419579,23.9,38.1,15.0,81.80772999999999,75129.0,72.415926218,69.619336441,3.0290970195,1.2072167684,9.5582382595,84.177942867,10277.0,14.976981031,21.702525725,84.776740524,18.688293371,15.402875808,12.868172719,98.0650522317,6.4,17.3
51173,Virginia,Smyth,70.781805225,5.0617854678,6.3585409512,92.0,51.437699681,19.5,1.149394083,29.9,39.6,15.0,225.90361,52646.0,70.869912211,75.567114094,2.1495071194,0.4791894852,2.1563526835,93.708926616,6573.0,16.090104586,37.071987059,79.209896249,26.659786722,25.402427937,11.344704482,99.277748274,6.3,23.1
51175,Virginia,Southampton,75.331440383,4.2752188703,5.602926501,87.5,55.74118271,17.7,5.0980481037,22.5,40.5,4.0,,65742.0,74.807608538,98.244054234,32.66759388,0.578581363,2.6369958275,61.780250348,3771.0,21.669689722,18.66577071,83.388993756,11.736382787,22.524805442,11.036036036,99.866022019,6.4,15.4
51177,Virginia,Spotsylvania,77.90463708,3.8169133734,5.5085711911,87.0,67.70110031,9.4,4.9793041647,20.5,41.1,69.0,123.67302,109834.0,79.646707871,32.040533592,18.176591705,3.2054710271,13.985079017,60.823060673,37444.0,13.377454737,39.644320485,94.796155121,11.496361524,10.439518009,11.471477735,98.2254419779,7.1,14.3
51179,Virginia,Stafford,79.323247148,3.6069124473,5.1372820896,92.0,73.061650518,6.9,4.3266486404,19.7,37.6,42.0,128.15242999999998,130751.0,80.827924925,18.646886769,20.78547767,4.3795488067,17.104722296,52.971081075,44071.0,6.6985654836,24.116173429,96.404139625,8.3841079611,9.8233456274,9.9959571457,97.1374717099,7.2,12.1
51181,Virginia,Surry,75.599354322,4.4958849807,5.838512292,,63.783346807,19.7,7.8276750447,24.9,39.4,1.0,45.50281,68714.0,80.217785844,100.0,37.327468527,0.6522068861,3.3368724405,55.968451388,1237.0,28.620492272,,76.66061706,13.371537727,,13.419117647,99.3245416533,6.3,17.0
51183,Virginia,Sussex,72.233420812,4.7088895706,5.6656829014,87.5,46.178623719,27.5,13.795646928,27.2,44.3,3.0,18.59254,53020.0,69.284750337,100.0,52.217160918,0.5670726039,3.6813237892,41.67518825,3415.0,42.503316547,,82.267206478,18.987341772,,10.533515732,99.9806688575,6.5,18.0
51185,Virginia,Tazewell,70.531870002,5.115786753,6.4810633237,83.0,50.005578489,27.3,8.2830093608,26.7,40.9,19.0,283.74233,45959.0,73.04871168,52.294145292,3.4202453988,0.8435582822,1.4672801636,92.70194274,8963.0,17.545706566,65.682810227,84.446116231,25.396825397,18.341801958,10.501269036,99.7923784494,6.5,19.3
51187,Virginia,Warren,74.729130218,4.2196894349,6.090790502,90.0,56.350542462,10.4,5.4054188924,23.7,39.0,24.0,121.88419,89337.0,76.180243537,60.240135537,5.1000167292,1.4769495495,7.9344215281,82.443897426,10692.0,13.133374745,48.029957669,91.951553038,15.276145711,13.79262784,13.660477454,99.0244403368,6.5,18.8
51191,Virginia,Washington,74.297646074,4.4927510848,5.9068596273,91.0,63.052745967,15.7,1.4976766446,24.4,36.5,49.0,244.21832,57758.0,75.820598607,69.174005748,1.5300647549,0.6068455134,1.9296947271,94.619796485,11963.0,12.432842809,24.180348197,80.812008319,20.620454755,15.588464536,8.7434195468,99.7872587321,6.6,18.1
51193,Virginia,Westmoreland,75.338351879,5.0944135544,6.3310498398,90.24566474,47.260792729,21.0,,27.2,40.1,4.0,15.77868,66975.0,79.063395192,78.486767332,24.483248304,0.9204228686,6.6428233314,64.271814022,3961.0,23.657626825,28.781119586,79.536679537,21.978021978,12.030140971,17.26984127,98.7373167982,6.2,18.7
51195,Virginia,Wise,70.832183259,5.1493396835,6.2536917533,95.0,54.806546006,20.0,8.5348068168,27.8,36.8,8.0,150.67947999999998,50442.0,74.130202775,65.386105729,5.9674759766,0.5287996816,1.5181668278,90.518564849,9227.0,13.385191389,36.94331049,78.477410174,31.620021529,8.7113230866,12.442067736,99.6774193548,6.7,20.9
51197,Virginia,Wythe,72.579749155,4.7125059567,5.9672164301,90.0,57.392,19.4,4.4386175504,21.9,34.5,12.0,266.86593,59026.0,76.581155211,74.711912337,2.6437517791,0.6155707373,1.7577569029,93.10774267,6250.0,15.481035731,27.087823435,81.816715069,26.508742245,22.480277069,9.3195876289,99.2943021432,6.4,15.3
51199,Virginia,York,80.866609823,3.4754471597,4.9569324792,96.0,83.681778169,6.7,2.8443078539,19.1,33.9,82.0,139.53095,101987.0,71.181697863,7.0640302663,13.731818694,6.5847333409,8.105479761,67.493516744,18176.0,7.0350261537,14.187415762,93.477027794,6.3415562179,10.357298011,11.697518708,98.8718714979,6.6,11.8
51510,Virginia,Alexandria City,82.180311001,3.4091947014,4.7603940118,80.0,85.944297956,13.4,,16.0,33.9,124.0,493.46132,109902.0,42.036390662,0.0,21.816659151,6.4974553888,18.097661534,50.350447723,60680.0,4.7974220645,14.287024183,93.786247993,15.616341746,6.0843056603,17.312226339,94.5872393964,7.4,8.9
51515,Virginia,Bedford City,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51520,Virginia,Bristol City,71.68576327,4.9675338845,6.3141231662,82.5,57.707412862,31.0,13.840698455,26.2,37.5,11.0,136.84774000000002,45240.0,63.149993176,1.0221267205,6.4734931874,1.1304813471,2.8857023859,86.684119712,4074.0,8.4493713668,33.100977452,75.979254811,22.787318362,15.366066996,14.77195371,99.7087980173,6.0,19.6
51530,Virginia,Buena Vista City,71.235837522,4.9857023445,6.3704486407,87.5,59.087564386,18.3,49.940216891,28.4,38.3,,76.14986,53778.0,57.181156645,2.1834061135,5.1629607067,0.624428876,4.1120925982,85.820895522,1359.0,22.178850248,,87.82075833,13.10438319,,17.248062016,100.0,,22.0
51540,Virginia,Charlottesville City,78.305871099,4.1538308876,5.4136590035,90.696402878,83.037630562,17.9,3.9872442029,23.0,36.6,130.0,1198.23044,72542.0,43.728108026,0.0,16.370628904,7.3361047507,6.9181690861,65.84487473,13978.0,7.6147775419,25.363237798,89.958881161,11.418685121,5.5703622449,20.403935785,97.9137370617,7.0,15.9
51550,Virginia,Chesapeake City,76.871938587,3.743547127,5.6182061669,90.0,72.53964927,12.3,4.8938816482,21.7,39.8,196.0,210.33062,91582.0,73.77572785,7.7322770245,29.770842031,4.0927817997,7.8728248111,54.409459364,71565.0,7.6314799129,24.774630778,92.023689653,12.232025667,15.667436848,13.890286865,98.62005754,6.8,15.3
51570,Virginia,Colonial Heights City,71.758146736,4.1006978255,5.6236113011,86.0,66.154460188,15.4,5.1861221836,22.5,39.2,23.0,255.532,70161.0,68.071570577,0.0,19.420431686,3.6426901539,8.813135432,64.6224107,5011.0,16.857044238,48.352302313,87.382372432,20.486555698,16.858668165,13.261888814,98.6321388905,7.0,15.4
51580,Virginia,Covington City,69.122364752,4.8300311727,6.3409980889,,34.663710273,25.0,10.830561865,24.7,37.7,3.0,342.65104,49519.0,71.44003209,0.6449363779,12.281334536,1.045987376,3.6609558161,79.729486023,1353.0,28.145949542,,81.909346169,21.062271062,,7.6620825147,98.8761940438,6.3,18.8
51590,Virginia,Danville City,68.316568031,5.1742978372,6.3950051659,73.0,46.749226006,29.1,7.0795438194,33.1,46.6,47.0,413.50957,45423.0,49.039287248,3.2261094154,52.355570428,1.3911131295,5.7724024189,38.60219423,10013.0,21.869077125,37.807791623,76.046586518,33.564013841,29.748841746,17.294244217,98.4431981087,7.4,21.9
51595,Virginia,Emporia City,66.764192362,5.2469510477,6.2926276497,77.5,45.18459069,33.4,1.761196859,33.7,46.1,,457.62402,45894.0,38.395673727,4.9774540409,63.499908475,1.0982976387,6.9192751236,25.553725059,1246.0,29.365439547,60.957025297,83.77647589,28.594771242,37.213456386,15.178571429,98.2206405694,6.4,22.2
51600,Virginia,Fairfax City,76.056110898,3.4128810199,4.5713077104,,82.271165261,7.1,1.5896525154,19.6,34.9,2.0,2219.21731,119079.0,69.338283468,0.0,6.3911867642,20.466115177,19.261056316,50.688036907,6402.0,6.493736496,23.435346016,96.32015724,10.596885813,11.557544187,16.336633663,93.7270515373,7.5,11.5
51610,Virginia,Falls Church City,78.256738301,2.8134756459,4.4349645749,98.0,93.207036536,4.0,,13.6,32.1,43.0,1661.5594099999998,145755.0,50.206509169,0.0,4.7463398025,10.078311202,10.561797753,70.214504597,3695.0,,32.029283917,97.670576574,4.9735778676,,13.854351687,98.0789984891,7.3,7.3
51620,Virginia,Franklin City,66.648797005,4.877505415,6.1671444533,77.5,60.596546311,31.0,27.43230505,28.1,42.8,9.0,251.82876,53310.0,53.39433294,3.9486552567,54.478954311,0.8754047248,3.2737738338,38.074109605,1911.0,21.14202153,,90.082644628,36.052009456,,19.568345324,99.8288347597,6.3,18.6
51630,Virginia,Fredericksburg City,74.627977279,4.0774991252,5.5222977982,82.0,71.15672149,19.4,3.7918729695,24.5,40.5,50.0,860.75774,75915.0,41.562527309,0.0,22.977737832,3.5743915929,12.683213496,55.893943584,7357.0,7.9422991963,54.262491918,91.96015031,11.268939394,15.193789884,18.169642857,96.8703035768,7.0,16.2
51640,Virginia,Galax City,66.366427877,5.38450523,6.4515323182,87.5,59.450726979,28.9,3.7832433544,29.8,38.1,,923.03112,46891.0,61.634298278,9.8511904762,5.7317254727,0.8634807206,17.492928391,73.276760459,1238.0,,,86.588493954,44.01650619,30.810944047,10.251798561,97.8095083563,6.4,20.9
51650,Virginia,Hampton City,74.613686128,4.34903065,5.9404990082,93.0,68.983278977,18.7,7.0052722939,22.7,44.0,51.0,387.31418,67764.0,55.625216488,0.3157173273,50.412843368,2.7024464252,7.2327823892,35.363024989,38634.0,11.366638285,33.070150056,91.459993072,15.321659688,21.468378255,18.541539,99.346562282,6.0,15.1
51660,Virginia,Harrisonburg City,78.243066,4.9518480656,6.0066512982,89.428571429,63.043836519,17.0,1.4741574562,27.4,40.2,69.0,724.32559,58597.0,39.939991922,0.6214536612,8.1653028464,4.3185466505,23.603226185,61.354293097,12136.0,5.9437933289,14.121392626,83.49200854,7.9899884482,7.609162954,21.140350877,92.3498945731,6.8,18.4
51670,Virginia,Hopewell City,67.300623399,5.3894980833,6.6913267337,83.0,60.307585969,32.5,14.441906853,31.6,46.3,7.0,153.83263,49111.0,55.531960076,0.0347327747,44.4092827,1.595464135,9.2387482419,40.770042194,5787.0,13.211036878,99.303415745,85.591420684,35.941671801,34.330381507,20.604099245,99.2490081239,6.9,22.4
51678,Virginia,Lexington City,78.715657991,4.0404719585,5.6175899824,,85.802469136,10.9,1.6729780567,19.6,35.0,,850.1593999999999,62342.0,51.673944687,0.0,8.6078639745,2.9622741764,5.1540913921,80.632306057,972.0,,,89.180009704,6.2808434275,,20.947630923,99.7631652271,,12.6
51680,Virginia,Lynchburg City,73.448999816,4.5283144981,5.9544745175,78.0,71.387937846,22.5,8.0284764252,22.9,37.7,100.0,755.64217,58962.0,49.067521874,1.616271564,27.39800088,2.6856101088,5.1247878293,61.879675615,18985.0,9.551470042,32.10246105,92.236901732,11.54246525,12.619045852,14.9447132,99.5678606418,5.4,13.7
51683,Virginia,Manassas City,76.652205057,3.9292771387,5.1491981963,80.0,55.543289702,18.9,1.8137628157,23.7,37.0,41.0,379.42664,92198.0,72.174346557,0.0,12.581974892,7.0685778527,44.357785273,33.321622634,12682.0,10.619020378,38.821413575,95.726800085,35.041611914,5.7431381464,16.924778761,86.032610078,7.4,12.0
51685,Virginia,Manassas Park City,88.913943176,4.2774227561,5.292434094,88.0,45.738636364,13.6,10.172288966,27.8,39.0,,,92611.0,67.57018393,0.0,12.603141617,11.582421612,47.704908013,25.591345272,5632.0,,25.140691176,94.03678606,,,19.689621726,89.091137334,7.3,15.2
