FIPS,State,County,Average Life Expectancy (years),Days of Poor Physical Health (days/month),Days of Poor Mental Health (days/month),Students Graduating from High School (%),Some College (%),Children in Poverty (%),Limited Access to Healthy Foods (%),Physically Inactive (%),Insufficient Sleep (%),"Primary Care Doctor Rate (doctors/100,000)","Mental Health Providers (providers/ 100,000)",Median Household Income ($),Homeowners (%),Rural Living (%),Non-Hispanic Black (%),Asian (%),Hispanic (%),Non-Hispanic White (%),Population,"Motor Vehicle Death Rate (deaths/100,000 people)","Drug Overdose Death Rate (deaths/100,000 people)",Broadband Access (%),Teen Birth Rate (births/per teens),"Firearm Death Rate (deaths/ 100,000 people)","Juvenile Arrest Rate (arrests/ 1,000 juveniles)",Severe Housing Problems (%),Proficient in English (%),Air Pollution (fine particulate matter in micrograms/cubic meter of air),Smokers (%),Youth Not in School or Employment (%)
35001,New_Mexico,Bernalillo,78.362490375,4.14158256,4.6000703924,68.100060096,67.605012307,20.4,6.5770302279,15.3,33.25263062,703.0,470.75558,56148,62.984172522,4.1955192253,2.5920270467,2.9059622659,50.304290399,38.254155003,466135,13.824383892,30.276295774,79.804183056,23.802019814,21.072930935,25.889212828,18.518307721,96.2636884655,7.6,15.092043654,7.5661747482
35003,New_Mexico,Catron,81.656147196,4.4980932115,4.6750133996,,43.346007605,38.3,45.474197098,23.8,31.658095339,2.0,56.70542,37190,87.698113208,100.0,0.623759569,0.2551743692,18.996314148,74.879500992,2839,48.350054394,,53.660377358,,,,5.9233449477,99.4742990654,4.5,20.539312199,
35005,New_Mexico,Chaves,75.727979111,4.7291761006,4.6000062758,70.077014218,52.252708954,23.7,13.190911135,25.8,32.844256781,43.0,133.09603,43687,68.888507129,24.248609947,1.4563181924,1.1932213882,57.844153834,37.938559158,41374,17.070934108,25.235618273,69.455420031,43.949279823,25.521499557,69.012345679,14.671235811,94.5212021408,6.7,20.077774259,6.1507492731
35006,New_Mexico,Cibola,76.294555275,5.6925761828,5.5166806441,62.712871287,48.846787479,32.5,22.05752659,29.3,37.966957417,15.0,371.13402,40436,68.683968764,55.344871936,1.0234301781,0.5810684161,38.466729147,18.905342081,18134,27.401013838,14.948800359,57.912264584,40.948643576,18.506181064,32.142857143,20.121278942,98.2321321919,5.3,25.40260854,10.546875
35007,New_Mexico,Colfax,78.84971792,4.5850542943,4.457220531,,57.558835261,27.0,28.898795354,28.2,33.742416184,4.0,971.44293,42754,71.0234068,52.356363636,0.5443430198,0.7872037518,49.208608994,46.939117327,9141,20.769390534,27.605244997,67.367162139,34.825870647,26.276029692,82.0,15.831842576,99.2572761033,4.6,18.491087012,
35009,New_Mexico,Curry,76.530712291,4.7400572919,4.5005272669,83.810730253,62.056074766,25.6,15.335998745,29.3,31.931790483,27.0,602.60653,45623,57.019624757,14.068959815,5.5358091269,1.8241614577,43.418311068,46.53348041,30534,14.552800986,16.19400417,80.9143843,55.812163202,18.482728694,56.851851852,18.056307526,95.0202650893,6.2,19.343948846,13.895870736
35011,New_Mexico,De Baca,76.277236237,4.803585296,4.8194970482,,29.87012987,29.8,6.7914372101,27.5,34.402695371,1.0,915.33181,34746,62.648809524,100.0,0.5148741419,0.4576659039,45.938215103,50.0,1145,,,68.154761905,,,60.0,5.2631578947,99.7376705142,5.3,20.225527993,
35013,New_Mexico,Dona Ana,80.038095536,4.4393295672,4.5299619343,82.067718606,61.456448569,31.3,19.489991583,16.1,33.412567867,138.0,307.06478,43618,63.093188767,19.290456094,1.626068425,1.3203785605,68.760970691,26.723802104,130958,12.542022411,16.582322016,73.047968963,33.608878936,13.150607799,45.330578512,19.194683346,91.0450568159,9.7,15.805747581,7.9363982026
35015,New_Mexico,Eddy,74.731845149,4.0203132695,4.259828003,72.434676435,51.902049368,14.5,13.043863297,25.1,33.982689701,19.0,121.45056000000001,63671,69.49320032,20.854929499,1.3256927814,0.889497092,50.543961683,45.254875128,37245,24.224443212,30.572748721,79.257446708,52.778594531,31.189786385,59.402985075,12.808460635,96.8914144718,6.9,17.675983132,11.671826625
35017,New_Mexico,Grant,77.746017225,3.9404719275,4.1943552818,80.36746988,60.586489789,27.0,15.063129078,19.4,33.453458211,20.0,559.30069,43175,68.070205046,42.352781731,0.8482109786,0.870434847,50.40373361,45.755241129,19945,11.148046052,32.914386025,70.55944646,34.261983042,29.513389001,43.2,14.856902357,98.9156166476,5.6,16.777081863,
35019,New_Mexico,Guadalupe,75.680332451,4.2979985443,4.0469101859,,50.641025641,28.8,16.418257158,28.9,32.963808724,2.0,1581.3953499999998,36554,62.644508671,44.079368466,1.5813953488,1.3255813953,78.651162791,16.325581395,3308,,,37.789017341,23.557126031,,74.0,7.5697211155,96.1888369806,5.1,16.080687681,
35021,New_Mexico,Harding,,4.3215259926,4.3361493925,,95.652173913,15.9,40.788723734,29.9,32.219547316,0.0,0.0,38162,65.402843602,100.0,0.32,0.32,46.88,52.16,355,,,50.710900474,,,,11.707317073,98.8179669031,4.7,17.383442603,
35023,New_Mexico,Hidalgo,76.578293392,4.9470206441,4.8068339418,,46.432616082,32.4,15.819884944,22.7,34.915217413,2.0,190.56694,37322,70.637284098,100.0,1.0719390186,0.5717008099,57.979990472,38.875655074,2971,,,70.33948779,25.0,,40.0,18.75,96.0813492063,5.2,18.82763979,
35025,New_Mexico,Lea,75.624967058,4.5685440308,4.239627161,87.618661258,44.839634941,18.1,4.4898564746,28.2,34.331341797,22.0,119.60039,63012,66.798383874,21.03140884,3.3811734909,0.662726889,60.088644998,34.284508231,42180,24.773253076,21.485867074,77.676153266,58.752860412,19.122696357,45.268817204,13.70857921,93.2020693383,5.9,18.76109673,12.083142988
35027,New_Mexico,Lincoln,78.083922151,4.0890196362,4.4287518585,82.24137931,56.443368308,25.9,17.664121983,21.9,30.544960547,10.0,526.2620099999999,47254,80.570975416,53.183392692,0.6488861639,0.6386674842,34.370529328,60.336194564,14676,21.139645583,30.757138219,74.649748877,35.387431361,34.91763546,48.235294118,15.569620253,97.1423949965,5.4,17.622015352,
35028,New_Mexico,Los Alamos,83.804030729,2.6680976191,3.1991459045,89.0,90.715237672,3.2,4.6983898543,11.1,26.358961964,30.0,216.84133999999997,122001,74.114235279,11.242339833,1.2236047292,6.6033352264,18.452165832,71.160101193,13260,8.5523246773,22.724094532,89.585172109,4.5761078998,,12.857142857,6.7109634551,99.3697478992,5.1,9.6452925061,
35029,New_Mexico,Luna,75.899062578,5.2337033801,4.9309151485,71.0,32.912866291,33.2,16.656450845,32.6,33.920086334,9.0,168.7123,32544,60.893980234,40.613668061,1.0207094352,1.0881943566,67.889830866,28.546121726,15383,19.406057042,25.087108014,62.994159928,78.606442577,29.82156762,70.740740741,15.621562156,88.364582399,6.2,21.447028306,24.264049955
35031,New_Mexico,McKinley,71.905907132,6.4697842183,6.1784282371,71.827332242,49.395491262,39.0,41.30636648,26.4,37.702009531,55.0,168.14494,36404,70.919682934,57.378447938,0.4609973797,1.0943433239,14.219457172,8.3091624981,44208,46.772684752,15.262162325,43.840129883,34.222825268,11.689483814,18.723404255,28.611181381,97.4165448525,5.9,27.555392364,21.938544962
35033,New_Mexico,Mora,82.671907154,4.8719846189,4.4751966044,,65.747460087,29.7,16.030306439,21.8,33.198121835,,110.59500000000001,36968,85.52247519,100.0,0.3317850033,0.5750940058,81.220968812,16.876797169,3518,46.913116907,,53.940455342,19.070321812,,,22.112211221,95.7889970568,4.4,16.257586809,
35035,New_Mexico,Otero,78.085444846,4.8551137375,4.7633866094,77.171428571,60.671532847,27.7,15.28397821,23.1,34.663176509,28.0,280.04149,43135,64.195650334,29.59386805,3.4019854793,1.5661579493,38.574603645,48.331604682,43579,16.935977662,19.99120387,78.264364898,46.236974141,25.768507852,59.696969697,12.344113295,93.7383435235,6.4,20.487342939,8.916241369
35037,New_Mexico,Quay,74.905291018,5.0448375918,4.6668668252,78.004385965,48.348813209,34.2,7.3869751993,27.4,34.743915697,2.0,1429.78311,34596,61.480263158,41.566198429,1.5630679753,1.187446989,46.00751242,48.89131225,5932,,,56.052631579,47.326367548,36.029976941,71.25,7.4554294976,97.8183210003,5.3,20.738075223,
35039,New_Mexico,Rio Arriba,74.005148186,5.1794587592,4.9488401895,74.223776224,55.337270043,27.0,22.649349668,20.2,34.601473695,18.0,506.15349000000003,44579,76.857816182,49.763951697,0.4521980422,0.8401634079,71.087587678,12.825980833,26710,25.683692664,73.450284406,57.635506677,32.798086778,20.3468114,40.975609756,12.684824903,98.1039287471,5.6,18.076246299,14.036740462
35041,New_Mexico,Roosevelt,76.75314681,4.5956394641,4.576457972,67.8,54.606172271,25.2,13.732310348,29.6,32.922566186,7.0,297.2973,44928,58.467860288,36.460747758,2.0918918919,1.5135135135,43.243243243,50.481081081,10813,18.686978166,,78.368065747,36.811887876,23.331777881,32.0,21.192982456,93.2403189066,6.0,19.110518521,
35043,New_Mexico,Sandoval,78.980401234,4.3510572617,4.4019482072,81.156827668,63.102081822,14.2,13.206084136,15.0,33.195882961,90.0,350.26031,71118,78.59061587,17.058246745,2.0797557718,1.6681658353,39.941259847,42.540954562,97930,12.92882279,18.875134083,82.716025176,18.156124236,15.366283301,40.548780488,15.670354207,98.090281639,6.9,16.152300494,10.284347595
35045,New_Mexico,San Juan,75.961083993,5.0140702882,5.0251475576,73.228813559,56.396929957,26.8,17.552302578,22.6,33.326300082,67.0,237.17711,46201,71.018968816,33.663990649,0.5816486229,0.5856822472,20.598912535,37.450588102,81566,32.440691091,20.216691006,66.462304377,37.454842887,18.532398076,38.322580645,17.511904762,98.1387852053,7.1,23.482270505,12.270368812
35047,New_Mexico,San Miguel,77.11347056,5.005052715,4.8324875915,72.5,59.288859892,31.7,27.734777956,24.3,35.305580649,14.0,1026.50585,36986,70.341976053,46.895519341,1.5140961249,1.4847673864,77.581845511,17.879532207,19633,16.912409096,33.891740099,56.938582135,28.555029416,20.239549525,60.833333333,20.289855072,95.7006369427,5.3,16.925397875,
35049,New_Mexico,Santa Fe,81.528498079,4.0142698005,4.4838625402,72.883147387,58.489781369,16.4,11.043850881,12.7,28.624051009,171.0,726.93172,61791,70.896787843,25.160574322,0.8300190213,1.5509650301,50.897857114,43.162984344,110804,10.171885676,28.497386255,80.646307392,22.61557091,15.673120331,33.409090909,16.828872668,94.9009034246,6.2,14.242455299,8.6318261891
35051,New_Mexico,Sierra,73.691960831,4.9321875413,4.863377182,82.5,46.458087367,39.7,21.052210799,26.1,34.897227053,5.0,213.14058,33661,73.915391539,33.950617284,0.6394217403,1.0008340284,30.970252989,63.997775924,8628,19.170554029,36.501901141,62.232223222,50.206327373,36.135000361,47.142857143,14.814814815,98.2153028289,5.5,21.467205905,
35053,New_Mexico,Socorro,77.586820201,5.2951773938,5.0575592976,76.936619718,47.026558891,37.6,21.859468437,23.1,34.793045885,7.0,162.28887,39582,73.362831858,49.675361021,0.9196369538,2.3201298311,49.786620184,33.515657871,11015,21.785214542,19.932230417,55.287610619,40.391676867,17.761358389,73.529411765,14.14893617,96.3629569658,5.5,21.536268976,
