FIPS,State_x,County,Deaths,YPLL Rate,95% CI - Low_x,95% CI - High_x,Z-Score,Sample Size_x,% Fair/Poor,95% CI - Low.1_x,95% CI - High.1_x,Z-Score.1,Sample Size.1,Physically Unhealthy Days,95% CI - Low.2_x,95% CI - High.2_x,Z-Score.2,Sample Size.2,Mentally Unhealthy Days,95% CI - Low.3_x,95% CI - High.3_x,Z-Score.3,Unreliable,LBW Births,Live Births,% LBW,95% CI - Low.4_x,95% CI - High.4_x,Z-Score.4,Sample Size.3,% Smokers,95% CI - Low.5_x,95% CI - High.5_x,Z-Score.5,% Obese,95% CI - Low.6_x,95% CI - High.6_x,Z-Score.6,Food Environment Index,Z-Score.7,% Physically Inactive,95% CI - Low.7_x,95% CI - High.7_x,Z-Score.8,% With Access,Z-Score.9,Sample Size.4,% Excessive Drinking,95% CI - Low.8_x,95% CI - High.8_x,Z-Score.10,# Alcohol-Impaired Driving Deaths,# Driving Deaths,% Alcohol-Impaired,Z-Score.11,Chlamydia Cases,Chlamydia Rate,Z-Score.12,Teen Births,Teen Population,Teen Birth Rate,95% CI - Low.9_x,95% CI - High.9_x,Z-Score.13,# Uninsured_x,% Uninsured_x,95% CI - Low.10_x,95% CI - High.10_x,Z-Score.14,# PCP,PCP Rate,PCP Ratio,Z-Score.15,# Dentists,Dentist Rate,Dentist Ratio,# Dentists.1,Dentist Rate.1,Dentist Ratio.1,Z-Score.16,# MHP,MHP Rate,MHP Ratio,# MHP.1,MHP Rate.1,MHP Ratio.1,Z-Score.17,# Medicare enrollees,ACSC Rate,95% CI - Low.11_x,95% CI - High.11_x,Z-Score.18,# Diabetics,% HbA1c,95% CI - Low.12,95% CI - High.12,Z-Score.19,# Medicare Enrollees,% Mammography,95% CI - Low.13,95% CI - High.13,Z-Score.20,Cohort size,Graduation Rate,Z-Score.21,# Some College,Population_x,% Some College,95% CI - Low.14,95% CI - High.14,Z-Score.22,# Unemployed,Labor Force,% Unemployed,Z-Score.23,# Children in Poverty,% Children in Poverty,95% CI - Low.15,95% CI - High.15,Z-Score.24,Sample Size.5,% No Social-Emotional Support,95% CI - Low.16,95% CI - High.16,Z-Score.25,# Single-Parent Households,# Households,% Single-Parent Households,95% CI - Low.17,95% CI - High.17,Z-Score.26,Annual Violent Crimes,Violent Crime Rate,Z-Score.27,Injury Deaths,Injury Death Rate,95% CI - Low.18,95% CI - High.18,Z-Score.28,Average daily PM25,Z-Score.29,% pop in viol,Pop. In Viol,Z-Score.30,# Household with Severe Problems,% Severe Housing Problems,95% CI - Low.19,95% CI - High.19,Z-Score.31,# Drive Alone,Workers,% Drive Alone,95% CI - Low.20,95% CI - High.20,Z-Score.32,Workers who Drive Alone,Long Commute - Drives Alone,95% CI - Low.21,95% CI - High.21,Z-Score.33,State_y,Population_y,< 18,65 and over,African American,American Indian/ Alaskan Native,Asian,Native Hawaiian/ Other Pacific Islander,Hispanic,Non-Hispanic white,# Not Proficient in English,% Not Proficient in English,95% CI - Low_y,95% CI - High_y,Female,Rural,% Diabetic,95% CI - Low.1_y,95% CI - High.1_y,HIV Cases,HIV Rate,Total deaths,Age-adjusted Mortality,95% CI - Low.2_y,95% CI - High.2_y,Infant mortality rate,95% CI - Low.3_y,95% CI - High.3_y,Total deaths.1,Child mortality rate,95% CI - Low.4_y,95% CI - High.4_y,% Food Insecure,# Limited Access,% Limited Access,Motor Vehicle Deaths,MV Mortality Rate,95% CI - Low.5_y,95% CI - High.5_y,Drug Poisoning Deaths,Drug Poisoning Mortality Rate,# Uninsured_y,% Uninsured_y,95% CI - Low.6_y,95% CI - High.6_y,# Uninsured.1,% Uninsured.1,95% CI - Low.7_y,95% CI - High.7_y,Costs,95% CI - Low.8_y,95% CI - High.8_y,Sample Size_y,% Couldn't Access,95% CI - Low.9_y,95% CI - High.9_y,Other PCP Rate,Other PCP Ratio,Other PCP Rate.1,Other PCP Ratio.1,Household Income,95% CI - Low.10_y,95% CI - High.10_y,% Free Lunch,Homicide Rate,95% CI - Low.11_y,95% CI - High.11_y
6055.0,California,Napa,1173.0,5308.86,4859.295,5758.425,-0.760088385,462.0,16.7,11.0,24.5,-0.282637624,460.0,3.4,2.3,4.5,-0.699651989,459.0,4.0,2.4,5.7,0.1706746335,,700.0,11495.0,6.1,5.7,6.5,-0.242135031,453.0,8.5,5.6,12.5,-1.438358982,23.6,19.5,28.2,-0.173485441,8.4046079187,-1.303727393,14.2,11.3,17.5,-1.205508556,88.12461534,-0.716012638,424.0,23.7,18.2,30.1,1.5996962925,23.0,59.0,38.983050847,1.0557379338,319.0,231.0,-0.591641957,830.0,31790.0,26.108839258,24.3,27.9,-0.684662238,20973.0,18.46344813,16.91451196,20.0123843,-0.151524911,119.0,86.17693,1160:1,-0.619557038,106,76.23431,1312:1,106.0,73.59527,1359:1,-0.369049619,,,,356.0,247.16901,405:1,-1.037061662,12204.0,49.252167784,45.393883223,53.110452344,-0.043620488,846.0,81.91489362,75.8159822,88.01380504,-0.328002959,863.0,62.57242178,57.29475271,67.85009086,-0.296843782,1517.0,85.868490442,-0.295895826,19801.0,34514.0,57.370921945,54.232944276,60.508899613,0.1166139227,6080.0,77843.0,7.8105931169,-1.177021148,4316.0,14.0,10.663829787,17.336170213,-1.263691504,313.0,23.1,15.8,32.3,0.185749577,8274.0,31035.0,26.66022233,22.318023919,31.00242074,-0.919454908,561.0,411.92552543,0.0776375939,316.0,47.2,42.0,52.4,-0.786622023,7.55,-1.121271283,14.418096683,11023.5,0.6632234445,12610.0,25.64050427,23.954634281,27.326374259,0.3186238327,48836.0,64285.0,75.9679552,74.158461881,77.777448518,0.4323811101,48836.0,30.8,28.658631399,32.941368601,0.0767867584,California,139045.0,22.54809594,15.984033946,1.8379874907,1.2574559528,7.2642541873,0.3725258558,32.675735811,55.835392855,11905.0,9.260411643,8.3361707261,10.18465256,50.065590642,13.400838193,7.2,5.5,9.1,189.0,165.1,1173.0,266.6,251.1,282.1,5.0,3.7,6.3,61.0,48.812105402,37.3,62.7,12.5,3608.6373136,2.6440002591,110.0,11.819721312,9.611,14.029,79.0,8.4887089426,18233.0,22.114813153,20.089281238,24.140345068,3071.0,9.3383202579,7.1936394068,11.483001109,9026.375591,9024.574678,9028.176505,461.0,9.4,6.4,13.7,,,38.836349999999996,2575:1,65698.0,61140.553191,70255.446809,34.907817289,1.9341362148,1.1,3.1
6057.0,California,Nevada,1016.0,5603.85,5006.56,6201.14,-0.557984764,515.0,9.2,5.6,14.7,-1.724089504,511.0,3.0,1.9,4.0,-1.246981221,512.0,3.0,2.0,4.0,-0.864879322,,331.0,5674.0,5.8,5.2,6.4,-0.637073722,506.0,14.1,10.0,19.5,-0.193524663,18.5,15.0,22.3,-1.594111294,8.0056127129,-0.863667823,13.4,10.6,16.6,-1.488573387,65.262646308,0.4966459356,485.0,17.1,13.1,22.0,-0.541288885,22.0,66.0,33.333333333,0.2379400261,143.0,145.0,-1.173473956,376.0,21174.0,17.757627279,16.0,19.6,-1.282228842,13589.0,17.411080361,15.742995254,19.079165467,-0.455018681,72.0,73.01343,1370:1,-0.156611347,79,80.37277,1244:1,79.0,79.42971,1259:1,-0.639635817,,,,192.0,193.04437000000001,518:1,-0.464547984,14990.0,40.262371564,36.991270732,43.533472396,-0.722019236,937.0,84.20490928,78.32927195,90.08054662,-1.011944266,1339.0,70.79910381,66.29218574,75.30602188,-1.71356172,1188.0,90.234006734,-1.197064114,14355.0,19699.0,72.871719377,68.135626192,77.607812562,-1.459564249,4753.0,50742.0,9.3669938118,-0.762636261,3106.0,17.6,13.310638298,21.889361702,-0.788330373,343.0,15.0,10.8,20.4,-1.466047378,5136.0,18743.0,27.402230166,22.968751051,31.835709281,-0.788720717,289.33333333,293.24819676,-0.720094222,350.0,71.3,63.8,78.8,0.2535750004,9.58,0.7329848292,1.1283174987,690.0,-0.457047102,9600.0,23.269906678,21.515235082,25.024578274,-0.311279748,31850.0,41753.0,76.281943812,74.311800071,78.252087554,0.4800324936,31850.0,26.7,24.172469378,29.227530622,-0.342490471,California,98292.0,18.235461686,21.512432344,0.3838480002,1.2001579955,1.306501109,0.1316629025,8.6867131876,86.502526915,1312.0,1.3935209772,0.9027578625,1.8842840918,50.552477795,42.134785954,7.2,5.5,9.2,66.0,76.8,1016.0,260.0,242.7,277.3,3.8,2.2,5.4,30.0,38.321028025,25.9,54.7,13.1,5276.8442611,5.3428822862,105.0,15.336079222,12.402,18.27,96.0,14.021558146,12142.0,20.304347826,18.159666975,22.449028677,1654.0,8.5270918183,6.5015599034,10.552623733,7538.093722,7536.637861,7539.549583,515.0,14.8,10.6,20.3,,,56.973099999999995,1755:1,54230.0,49328.212766,59131.787234,24.508037195,2.1908684603,1.2,3.6
6059.0,California,Orange,19710.0,4395.91,4312.767,4479.053,-1.385568913,6878.0,14.5,13.3,15.8,-0.705463509,6853.0,3.1,2.8,3.3,-1.110148913,6835.0,3.2,2.9,3.4,-0.657768531,,18888.0,291552.0,6.5,6.4,6.6,0.2844498906,6713.0,10.9,9.7,12.1,-0.904858559,20.4,19.0,21.8,-1.064858525,8.5392912767,-1.452272287,16.0,14.8,17.1,-0.568612686,98.88085038,-1.28655145,6300.0,17.2,15.8,18.8,-0.508849715,225.0,710.0,31.690140845,8.7536e-05,8010.0,262.1,-0.381235269,19757.0,745142.0,26.514409334,26.1,26.9,-0.655641883,515368.0,19.34254532,18.627651703,20.057438937,0.1019991206,2808.0,91.89247999999999,1088:1,-0.820566659,3003,97.18030999999999,1029:1,3003.0,95.84001,1043:1,-1.400701721,,,,3843.0,122.6484,815:1,0.2800787416,188463.0,43.906300345,42.94047185,44.87212884,-0.447036727,17834.0,83.61556577,82.2734955,84.95763605,-0.835929587,14601.0,63.18745291,61.89807509,64.47683074,-0.40275837,39089.0,89.854920822,-1.118809864,560547.0,857686.0,65.355736248,,,-0.695311404,122716.0,1618677.0,7.5812530851,-1.238081929,130230.0,18.0,16.570212766,19.429787234,-0.73551247,4816.0,22.5,20.7,24.5,0.0633942471,187136.0,731645.0,25.577431678,24.887415457,26.267447899,-1.110231545,6948.3333333,229.72899253,-1.147061113,5436.0,36.7,35.7,37.7,-1.239819896,7.63,-1.048197151,0.0076007199,175.0,-0.551518648,280365.0,28.477762937,28.085699914,28.869825959,1.0725263086,1106133.0,1421469.0,77.816188746,77.541748134,78.090629358,0.7128718092,1106133.0,36.7,36.194493876,37.205506124,0.680136918,California,3090132.0,23.773450455,12.349278283,1.5170895074,1.0888333718,18.588142135,0.3854566991,33.937106424,43.595807095,325051.0,11.493999659,,,50.528105127,0.1433444333,7.4,6.8,8.1,6478.0,258.9,19710.0,230.0,226.8,233.2,4.7,4.5,4.9,1138.0,38.53295753,36.3,40.8,12.7,28839.849963,0.9580607064,1438.0,6.9466390875,6.588,7.306,1991.0,9.6180517547,457194.0,23.626510202,22.792467649,24.460552755,66200.0,8.586106849,7.5137664235,9.6584472746,10032.54309,10032.05303,10033.03316,6879.0,12.5,11.4,13.7,,,35.46774,2819:1,71866.0,70983.106383,72748.893617,37.796603444,2.7390433676,2.5,3.0
6061.0,California,Placer,2906.0,4802.13,4540.509,5063.751,-1.107259367,1188.0,8.7,6.8,11.0,-1.820186296,1185.0,2.7,2.2,3.1,-1.657478144,1179.0,2.9,2.1,3.6,-0.968434718,,1561.0,27268.0,5.7,5.4,6.0,-0.768719952,1167.0,8.1,6.2,10.5,-1.527275719,22.8,20.0,25.7,-0.396328712,8.4464963326,-1.349926939,14.5,12.3,16.8,-1.099359244,76.99780732,-0.125817667,1101.0,16.4,13.5,19.8,-0.76836307,45.0,132.0,34.090909091,0.347599291,717.0,200.8,-0.795959706,1248.0,79381.0,15.721646238,14.8,16.6,-1.4279124,36271.0,12.232804732,11.160464307,13.305145158,-1.948388618,386.0,108.08147000000001,925:1,-1.389915129,352,97.32306,1028:1,352.0,96.30669,1038:1,-1.42234536,,,,429.0,117.37378000000001,852:1,0.3358720262,28301.0,35.102984528,32.852923443,37.353045613,-1.111363067,2263.0,80.91029607,77.20420839,84.61638375,-0.02796756,2412.0,70.06633499,66.72575312,73.40691686,-1.58737151,4735.0,91.451531151,-1.448396218,65862.0,85984.0,76.597971716,74.202361598,78.993581833,-1.838463311,16824.0,178818.0,9.4084488139,-0.751599048,9794.0,11.6,9.3361702128,13.863829787,-1.580598924,798.0,14.2,11.0,18.0,-1.629187818,18382.0,84444.0,21.768272465,19.759453957,23.777090972,-1.781366435,765.0,217.81839925,-1.227122396,795.0,47.3,44.0,50.6,-0.782305852,9.3,0.4772253654,1.0809400568,2589.5,-0.461040814,24805.0,19.205605668,18.267223011,20.143988324,-1.391225905,121070.0,154742.0,78.23990901,77.295728968,79.184089052,0.7771762329,121070.0,37.5,36.060317927,38.939682073,0.7619471092,California,361682.0,23.601119215,16.557086059,1.347782865,1.1047171,6.309348791,0.2615477241,13.074305876,75.661500119,7827.0,2.3772137366,2.0889978801,2.6654295931,51.194746643,13.787195206,7.2,5.9,8.5,153.0,52.5,2906.0,252.7,243.4,262.1,4.8,4.0,5.7,111.0,33.021856899,26.9,39.2,12.5,7802.7707605,2.2393955666,202.0,8.7964918545,7.583,10.009,271.0,11.801234122,31816.0,14.999622841,13.569835607,16.429410075,5181.0,5.8331456879,4.52250739,7.1437839858,7507.140484,7506.043183,7508.237784,1187.0,10.7,8.4,13.5,,,38.15506,2621:1,69521.0,66724.574468,72317.425532,20.165799113,1.5676916176,1.1,2.2
6063.0,California,Plumas,295.0,7082.1,5694.479,8469.721,0.454794237,,,,,0.0,138.0,4.1,2.2,6.1,0.2581741658,139.0,3.4,1.6,5.1,-0.45065774,,76.0,1231.0,6.2,4.8,7.5,-0.1104888,133.0,14.4,7.8,25.0,-0.12683711,23.0,18.3,28.4,-0.340617895,7.4771849151,-0.28085453,17.7,13.4,23.2,0.032900079,81.756385265,-0.378225075,130.0,18.3,10.9,29.2,-0.152018852,9.0,31.0,29.032258065,-0.384641607,38.0,192.3,-0.853466357,116.0,4618.0,25.119099177,20.5,29.7,-0.755482572,2807.0,18.34041163,16.314879715,20.365943545,-0.187007575,19.0,96.12952,1040:1,-0.969578515,19,97.94319000000002,1021:1,19.0,96.50549,1036:1,-1.431564831,,,,28.0,142.21861,703:1,0.0730711393,4222.0,64.748590814,56.673676629,72.823504999,1.1257891085,330.0,78.48484848,68.92629855,88.04339842,0.6964221567,383.0,59.53002611,51.80278042,67.2572718,0.2270875552,,,0.0,2129.0,3870.0,55.012919897,47.718511931,62.307327863,0.3563842554,1396.0,9478.0,14.728845748,0.6649333968,777.0,23.5,17.9,29.1,-0.009266299,98.0,12.9,6.6,23.6,-1.894291033,1670.0,3535.0,47.241867044,38.737921782,55.745812306,2.7068203623,111.33333333,552.9709773,1.025724694,85.0,83.3,66.6,103.0,0.7715154269,10.38,1.4637261543,31.639710287,5810.0,2.11493052,2280.0,22.596630327,17.875672908,27.317587746,-0.490179442,5458.0,7534.0,72.444916379,68.204190318,76.68564244,-0.102280553,5458.0,25.9,19.840951493,31.959048507,-0.424300662,California,19399.0,17.372029486,22.90839734,0.9739271584,3.0130871462,0.8724764127,0.1014507457,8.1921477123,84.691082479,261.0,1.3719512195,0.6201547055,2.1237477336,49.847823882,74.024091568,9.3,6.8,12.3,10.0,56.5,295.0,335.4,293.3,377.6,,,,,,,,17.6,356.94618764,1.7841065009,24.0,16.66377365,10.677,24.794,38.0,26.38430828,2454.0,20.749133339,18.366154616,23.132112062,391.0,10.67722556,8.0559489641,13.298502156,7733.166042,7730.336863,7735.995221,139.0,19.3,11.7,30.1,,,25.77452,3880:1,46450.0,41631.617021,51268.382979,28.867761452,,,
6065.0,California,Riverside,18650.0,5959.58,5847.429,6071.731,-0.31426694,4974.0,19.5,17.9,21.2,0.2555044118,4958.0,4.0,3.7,4.3,0.1213418579,4950.0,4.1,3.8,4.4,0.274230029,,14718.0,225427.0,6.5,6.4,6.6,0.2844498906,4874.0,14.6,13.1,16.3,-0.082378742,27.0,25.1,29.0,0.7735984607,7.400899553,-0.196717921,20.3,18.7,21.9,0.9528607792,82.295316904,-0.406811418,4589.0,17.5,15.8,19.4,-0.411532207,387.0,1075.0,36.0,0.6239406385,9802.0,437.7,0.8067844871,23704.0,599942.0,39.510486014,39.0,40.0,0.2742855837,433323.0,22.300211926,21.347020436,23.253403415,0.9549646077,894.0,39.91749,2505:1,1.0073357763,1066,46.98554,2128:1,1066.0,46.25867,2162:1,0.8987494767,,,,1577.0,68.43332000000001,1461:1,0.8535490602,107797.0,53.805348018,52.389510912,55.221185124,0.2999770407,11088.0,79.61760462,77.95674083,81.27846841,0.3581106207,8807.0,57.30668786,55.72564106,58.88773467,0.6099689124,31631.0,82.125573014,0.4767501264,303655.0,578556.0,52.484979846,,,0.6134345101,115639.0,944458.0,12.243953675,0.0033417363,151799.0,24.8,23.131914894,26.468085106,0.1623918871,3376.0,24.3,22.2,26.5,0.430460237,184070.0,613271.0,30.014463426,29.065004383,30.96392247,-0.328471937,6887.3333333,314.54104592,-0.576966773,5153.0,48.9,47.6,50.3,-0.713247129,9.4,0.568568031,1.1417610671,21036.0,-0.455913867,188575.0,28.276141279,27.742020715,28.810261844,1.0189523894,651971.0,847993.0,76.884007297,76.485405476,77.282609118,0.5714025524,651971.0,43.9,43.165516629,44.634483371,1.4164286384,California,2268783.0,27.373177602,12.41136768,6.007651978,1.8494366052,6.5119137543,0.4191603384,46.040682421,39.142013024,182980.0,9.0133624157,,,50.21869818,4.6223102326,9.5,8.6,10.5,4745.0,268.7,18650.0,309.9,305.4,314.3,5.7,5.4,6.0,1098.0,44.657909432,42.0,47.3,15.7,135289.83654,6.178630951,1969.0,13.748120194,13.14,14.356,1440.0,10.054491153,370890.0,27.930630162,26.7391408,29.122119524,69710.0,10.709621914,9.3989836161,12.020260212,9507.0659,9506.438133,9507.693666,4977.0,17.2,15.7,18.9,,,29.39902,3401:1,52416.0,51030.297872,53801.702128,45.524848079,5.1319798592,4.8,5.5
6067.0,California,Sacramento,13446.0,6446.86,6304.388,6589.332,0.0195784529,3768.0,13.9,12.4,15.5,-0.820779659,3747.0,3.5,3.2,3.8,-0.562819681,3744.0,3.7,3.3,4.0,-0.139991553,,10119.0,147086.0,6.9,6.8,7.0,0.8110348121,3696.0,14.6,13.0,16.4,-0.082378742,27.7,25.8,29.8,0.9685863228,7.3427319625,-0.132563755,18.4,16.8,20.0,0.280581806,94.62132468,-1.060615077,3510.0,18.0,16.1,20.0,-0.24933636,165.0,535.0,30.841121495,-0.12280821,9331.0,649.7,2.2410680198,12678.0,350663.0,36.154370435,35.5,36.8,0.0341404894,203576.0,16.173203975,15.339161422,17.007246528,-0.812011532,1100.0,76.59607,1306:1,-0.28260893,1034,71.30439,1402:1,1034.0,70.17868,1425:1,-0.21059721,,,,2375.0,161.19377,620:1,-0.12764222,73947.0,41.827415665,40.345871814,43.308959517,-0.603916007,7519.0,78.00239394,76.00607468,79.99871319,0.8405131315,6175.0,58.54251012,56.63409319,60.45092705,0.397147807,17561.0,79.150845624,1.0908195309,262202.0,400128.0,65.52953055,,,-0.712983448,71834.0,680349.0,10.558404584,-0.445428347,95891.0,26.8,24.893617021,28.706382979,0.4264814038,2606.0,21.6,19.6,23.9,-0.120138748,128687.0,358061.0,35.939965537,34.720352608,37.159578465,0.7155409232,8340.6666667,586.94762838,1.2541108218,4055.0,58.2,56.4,59.9,-0.311843298,8.68,-0.089099162,0.0439067556,552.5,-0.548458208,117940.0,23.193706981,22.694459547,23.692954416,-0.331527158,450145.0,599406.0,75.098514196,74.573980593,75.623047799,0.3004334374,450145.0,34.1,33.365516629,34.834483371,0.4142537968,California,1450121.0,24.936746658,11.922039609,9.8952001794,1.5601610291,15.116949415,1.1481888402,21.821018728,48.07180027,94892.0,7.1809975844,,,51.010261359,2.062112169,9.2,8.2,10.2,3169.0,272.4,13446.0,337.3,331.5,343.1,5.7,5.3,6.0,720.0,49.621908624,46.0,53.2,17.3,51932.32001,3.6603298033,1006.0,10.390094336,9.747,11.033,1564.0,16.153188411,183644.0,20.409809921,19.218320559,21.601299283,22875.0,6.0424117874,4.9700713619,7.1147522129,7699.843257,7699.149229,7700.537284,3766.0,14.8,13.0,16.7,,,41.92754,2385:1,52617.0,51221.765957,54012.234043,44.035055596,6.9818128938,6.5,7.5
6069.0,California,San Benito,391.0,4954.91,4311.501,5598.319,-1.002586696,155.0,18.1,12.6,25.2,-0.013566606,154.0,3.6,2.4,4.8,-0.425987374,154.0,2.6,1.6,3.6,-1.279100905,,356.0,5728.0,6.2,5.6,6.8,-0.1104888,,,,,0.0,24.3,19.0,30.6,0.0215024209,7.6726044231,-0.496386505,15.1,11.1,19.8,-0.887060621,68.396388572,0.3304240577,142.0,23.8,13.8,37.8,1.6321354618,9.0,29.0,31.034482759,-0.094819123,201.0,358.5,0.2709578089,526.0,15254.0,34.482758621,31.5,37.4,-0.085470819,9692.0,19.333732296,17.546498253,21.120966339,0.0994575206,20.0,35.66843,2804:1,1.1567704428,26,45.70705,2188:1,26.0,45.37205,2204:1,0.9398684112,,,,14.0,24.431099999999997,4093:1,1.3189908468,5159.0,54.048637451,47.541081896,60.556193007,0.3183364387,647.0,79.59814529,72.7234191,86.47287147,0.3639223887,441.0,61.2244898,53.92152236,68.52745723,-0.064716248,867.0,86.667243368,-0.460781433,7498.0,14627.0,51.261365967,46.331352053,56.191379881,0.7378560758,3695.0,26611.0,13.885235429,0.4403258342,2827.0,18.1,13.810638298,22.389361702,-0.722307994,,,,,0.0,4286.0,15987.0,26.809282542,21.92512884,31.693436245,-0.893192023,218.33333333,395.06143054,-0.03572041,100.0,36.7,29.5,43.9,-1.239819896,7.93,-0.774169154,0.0,0.0,-0.552159356,5200.0,30.933967876,27.599872921,34.268062831,1.7251770546,17953.0,23955.0,74.944687957,72.017013767,77.872362146,0.2770885363,17953.0,42.6,38.411105674,46.788894326,1.2834870777,California,56884.0,27.768792631,10.410660291,0.701516986,3.0553379389,3.2227049355,0.3204899936,56.915461862,37.814258244,6386.0,12.426058531,10.757934633,14.094182428,49.921658002,24.004414771,7.4,5.5,9.7,33.0,74.3,391.0,267.7,240.8,294.6,4.1,2.5,5.7,24.0,37.145377722,23.8,55.3,16.0,1645.1794024,2.9766766224,44.0,11.528464828,8.377,15.476,35.0,9.1703697493,8272.0,24.035332404,21.65235368,26.418311127,1613.0,9.694092193,7.549411342,11.838773044,7978.893222,7976.296711,7981.489732,,,,,,,33.40131,2994:1,60577.0,55614.446809,65539.553191,45.617977528,3.4061373355,1.8,5.8
6071.0,California,San Bernardino,18565.0,6760.31,6638.378,6882.242,0.2343293935,4545.0,19.4,17.9,21.0,0.2362850533,4525.0,4.2,3.9,4.5,0.3950064737,4527.0,4.1,3.8,4.4,0.274230029,,16338.0,230589.0,7.1,7.0,7.2,1.0743272729,4452.0,16.2,14.7,17.9,0.2732882065,28.2,26.1,30.4,1.1078633672,7.1085331029,0.1257387215,20.4,18.8,22.2,0.988243883,81.225426369,-0.350061628,4214.0,17.3,15.6,19.1,-0.476410546,391.0,1217.0,32.128184059,0.0634943918,10947.0,530.0,1.4312390629,27202.0,598315.0,45.464345704,44.9,46.0,0.7003108987,400347.0,21.697624923,20.744433433,22.650816412,0.781183724,1135.0,54.95365,1820:1,0.4785308246,1273,61.16331,1635:1,1273.0,60.00861999999999,1666:1,0.2610632417,,,,2045.0,96.40033,1037:1,0.5577226824,75368.0,60.783389692,58.948146079,62.618633305,0.826562362,9394.0,76.18692783,74.42182088,77.95203477,1.3827243863,6459.0,50.9986066,49.25698988,52.74022331,1.6962843725,31203.0,79.666666667,0.9843392122,292303.0,558736.0,52.31504682,,,0.630713926,102953.0,860895.0,11.95883354,-0.072570254,162732.0,28.2,26.293617021,30.106382979,0.6113440656,3176.0,26.4,24.3,28.7,0.858703892,202123.0,588932.0,34.320261083,33.197072622,35.443449543,0.4301655663,9233.0,451.22298877,0.3417894511,4560.0,45.5,44.2,46.8,-0.859996916,10.42,1.5002632206,1.449458491,25293.5,-0.429976314,169470.0,28.428601384,27.852180264,29.005022504,1.0594633416,600723.0,795366.0,75.527870188,74.8963474,76.159392976,0.3655931477,600723.0,38.7,37.965516629,39.434483371,0.8846623959,California,2081313.0,28.176684622,9.5596385551,8.4345881422,2.0291972288,6.9021671476,0.4506636196,49.90106616,32.621138856,165064.0,8.7719046518,,,50.27132333,4.7344991426,8.5,7.6,9.4,3264.0,200.9,18565.0,356.9,351.7,362.1,6.6,6.3,7.0,1307.0,54.553210459,51.6,57.5,16.5,151878.6828,7.4625558444,1956.0,14.11031947,13.485,14.735,713.0,5.1434855735,345220.0,27.410986945,26.100348647,28.721625243,61461.0,9.9012149975,8.4714277635,11.331002232,10031.15311,10030.35697,10031.94924,4547.0,18.5,16.9,20.2,,,42.18491,2371:1,50603.0,49511.595745,51694.404255,55.58500156,8.1660949078,7.7,8.6
6073.0,California,San Diego,23187.0,5143.2,5055.843,5230.557,-0.873585405,7966.0,16.0,14.8,17.3,-0.417173132,7928.0,3.5,3.3,3.7,-0.562819681,7929.0,3.7,3.4,3.9,-0.139991553,,21243.0,320501.0,6.6,6.5,6.7,0.416096121,7777.0,12.1,11.0,13.3,-0.638108348,23.1,21.7,24.5,-0.312762486,7.8977166473,-0.744667154,16.1,15.1,17.3,-0.533229583,95.000828672,-1.08074496,7369.0,17.2,15.9,18.5,-0.508849715,360.0,1091.0,32.997250229,0.1892919195,15346.0,488.7,1.1518243936,24660.0,733775.0,33.607032128,33.2,34.0,-0.14813297,511840.0,19.001034989,18.286141372,19.715928606,0.0035104927,2365.0,75.31681999999999,1328:1,-0.237618989,2459,77.39853000000001,1292:1,2459.0,74.99974,1333:1,-0.434185359,,,,5718.0,174.39955999999998,573:1,-0.267328964,186435.0,44.400331411,43.430332337,45.370330484,-0.409755564,16214.0,81.97236956,80.5787484,83.36599072,-0.345168854,14606.0,55.10064357,53.8968036,56.30448354,0.9898720745,33302.0,83.622124797,0.167818738,607563.0,896472.0,67.772668862,,,-0.941074013,142810.0,1599133.0,8.9304641953,-0.878860364,142756.0,19.9,18.35106383,21.44893617,-0.484627429,5522.0,22.6,21.0,24.3,0.0837868021,209087.0,717663.0,29.134426604,28.29118779,29.977665418,-0.483525423,11807.666667,383.45552282,-0.11373364,7142.0,47.3,46.2,48.4,-0.782305852,7.87,-0.828974753,0.3473151578,13657.5,-0.5228822,281165.0,26.480283295,26.105119353,26.855447237,0.541765802,1085718.0,1431134.0,75.864174843,75.537311984,76.191037702,0.4166312473,1085718.0,30.9,30.394493876,31.405506124,0.0870130322,California,3177063.0,22.859729253,11.969419555,4.7569564936,1.3326501354,11.494836343,0.5969377821,32.40802082,48.066699743,231953.0,8.0117783189,,,49.823926775,3.2970494422,7.5,6.9,8.2,11845.0,457.5,23187.0,270.9,267.3,274.4,4.9,4.7,5.1,1347.0,46.792035975,44.3,49.3,15.0,84421.134866,2.7273860468,1999.0,9.5326452566,9.116,9.95,2336.0,11.139699509,454598.0,23.003235951,22.050044462,23.956427441,64859.0,8.5714550025,7.4991145769,9.643795428,9006.773046,9006.304161,9007.241931,7962.0,13.8,12.7,15.0,,,46.772760000000005,2138:1,60235.0,59229.382979,61240.617021,39.901992694,3.676673083,3.4,3.9
