FIPS,State,County,Average Life Expectancy (years),Days of Poor Physical Health (days/month),Days of Poor Mental Health (days/month),Students Graduating from High School (%),Some College (%),Children in Poverty (%),Limited Access to Healthy Foods (%),Physically Inactive (%),Insufficient Sleep (%),"Primary Care Doctor Rate (doctors/100,000)","Mental Health Providers (providers/ 100,000)",Median Household Income ($),Homeowners (%),Rural Living (%),Non-Hispanic Black (%),Asian (%),Hispanic (%),Non-Hispanic White (%),Population,"Motor Vehicle Death Rate (deaths/100,000 people)","Drug Overdose Death Rate (deaths/100,000 people)",Broadband Access (%),Teen Birth Rate (births/per teens),"Firearm Death Rate (deaths/ 100,000 people)","Juvenile Arrest Rate (arrests/ 1,000 juveniles)",Severe Housing Problems (%),Proficient in English (%),Air Pollution (fine particulate matter in micrograms/cubic meter of air),Smokers (%),Youth Not in School or Employment (%),Income Level,Income Level – State,Mostly Rural,Majority Minority
51510,VA,Alexandria City,83.9,3.1,3.7,75.0,85,13.0,,22,35,121.0,604.0,99763.0,43,0.0,21.8,6.5,16.4,52.4,158726,43.0,52.0,93,19.0,47.0,34.0,17,5,8.6,12,8.0,high,high,No,No
51520,VA,Bristol City,74.2,4.8,5.3,83.0,50,31.0,14.0,32,40,10.0,14.0,41444.0,61,0.0,6.1,1.0,2.6,87.6,17329,,12.0,76,30.0,12.0,37.0,15,0,6.7,22,,low,low,No,No
51530,VA,Buena Vista City,74.9,5.3,5.7,93.0,48,20.0,50.0,35,40,2.0,5.0,48837.0,61,3.9,5.2,0.7,3.1,87.3,6402,,,75,7.0,,65.0,17,0,6.8,25,,low,low,No,No
51540,VA,Charlottesville City,80.0,4.0,4.5,90.0,81,15.0,4.0,27,38,136.0,484.0,70501.0,40,0.0,17.6,7.1,5.8,66.4,46950,24.0,18.0,86,12.0,19.0,31.0,19,2,7.2,17,,high,high,No,No
51550,VA,Chesapeake City,78.1,3.6,4.3,91.0,74,10.0,5.0,27,41,197.0,360.0,80402.0,72,7.6,29.5,3.7,7.1,56.2,247011,121.0,142.0,92,15.0,165.0,26.0,14,1,7.2,16,6.0,high,high,No,No
51570,VA,Colonial Heights City,73.7,4.1,4.7,92.0,65,15.0,5.0,29,39,24.0,41.0,67339.0,66,0.0,16.8,3.7,7.3,69.0,17205,15.0,16.0,81,27.0,21.0,134.0,17,1,7.9,18,,high,high,No,No
51580,VA,Covington City,69.6,4.5,5.1,78.0,46,24.0,11.0,31,39,3.0,19.0,40683.0,75,0.0,13.8,0.9,2.5,79.6,5639,,,80,12.0,,44.0,13,0,6.8,22,,low,low,No,No
51590,VA,Danville City,71.4,5.0,5.2,74.0,56,37.0,7.0,36,44,44.0,142.0,36560.0,50,4.5,51.7,1.4,4.7,40.5,39869,49.0,35.0,72,39.0,72.0,68.0,18,1,8.1,23,,low,low,No,Yes
51595,VA,Emporia City,68.1,5.5,5.4,83.0,52,32.0,2.0,42,46,,19.0,42895.0,41,6.3,63.7,1.0,6.6,26.8,5257,,,72,17.0,,82.0,24,1,7.3,25,,low,low,No,Yes
51600,VA,Fairfax City,76.9,3.0,3.5,,84,6.0,2.0,23,35,3.0,391.0,102828.0,70,0.0,5.6,19.5,17.9,54.1,23429,,15.0,95,10.0,,,16,5,8.6,11,,high,high,No,No
